LATITUDE,LONGITUDE,LITHOLOGY,LITHO_GROUP
43.04666666666667,-70.665,MUDDY SANDY GRAVEL,GRAVEL
43.04666666666667,-70.68833333333333,SAND,SAND
42.97666666666667,-70.735,SAND,SAND
42.965,-70.74,MUDDY SANDY GRAVEL,GRAVEL
42.94833333333333,-70.74833333333333,SAND,SAND
42.946666666666665,-70.705,SAND,SAND
42.955,-70.705,SANDY GRAVEL,GRAVEL
42.961666666666666,-70.65166666666667,SAND,SAND
42.95666666666667,-70.65166666666667,MUDDY SAND,SAND
42.946666666666665,-70.645,MUDDY SAND,SAND
42.968333333333334,-70.595,MUDDY SANDY GRAVEL,GRAVEL
42.965,-70.58,GRAVELLY MUDDY SAND,SAND
42.945,-70.565,GRAVELLY MUD,MUD
42.99,-70.55833333333334,MUDDY SAND,SAND
42.975,-70.54333333333334,SANDY MUD,MUD
42.961666666666666,-70.52833333333334,MUDDY SANDY GRAVEL,GRAVEL
42.96,-70.51666666666667,MUDDY SANDY GRAVEL,GRAVEL
42.94333333333333,-70.50833333333334,SANDY MUD,MUD
43.04,-70.53166666666667,MUDDY SAND,SAND
43.04,-70.55333333333333,SANDY MUD,MUD
43.041666666666664,-70.575,SANDY GRAVEL,GRAVEL
43.04833333333333,-70.62333333333332,GRAVELLY SAND,SAND
43.04833333333333,-70.68666666666667,SAND,SAND
43.05333333333333,-70.65166666666667,GRAVEL,GRAVEL
43.056666666666665,-70.63333333333334,GRAVEL,GRAVEL
43.05833333333333,-70.62,GRAVEL,GRAVEL
43.05833333333333,-70.60166666666666,MUDDY SANDY GRAVEL,GRAVEL
43.06166666666666,-70.57833333333333,MUDDY SANDY GRAVEL,GRAVEL
43.068333333333335,-70.55166666666666,MUDDY SAND,SAND
43.07,-70.52833333333334,MUDDY SANDY GRAVEL,GRAVEL
43.105,-70.61166666666666,MUDDY SANDY GRAVEL,GRAVEL
43.10666666666667,-70.565,SANDY GRAVEL,GRAVEL
43.09,-70.49833333333333,MUDDY SAND,SAND
43.09,-70.475,MUDDY SANDY GRAVEL,GRAVEL
43.09,-70.45166666666667,SANDY MUD,MUD
43.09,-70.44,MUDDY SAND,SAND
43.09,-70.41666666666667,MUDDY SAND,SAND
43.09,-70.38833333333334,SANDY MUD,MUD
43.06166666666666,-70.705,SANDY GRAVEL,GRAVEL
43.068333333333335,-70.70666666666666,SAND,SAND
43.075,-70.39666666666668,MUDDY SAND,SAND
42.96333333333334,-70.46166666666667,MUDDY SAND,SAND
43.03666666666666,-70.385,MUDDY GRAVEL,GRAVEL
43.055,-70.42166666666667,SANDY MUD,MUD
43.05166666666666,-70.33666666666666,MUDDY SAND,SAND
43.02166666666667,-70.47333333333333,MUD,MUD
43.02,-70.46166666666667,MUD,MUD
43.015,-70.445,MUD,MUD
43.00666666666667,-70.42166666666667,SANDY MUD,MUD
43.03,-70.435,SANDY MUD,MUD
43.038333333333334,-70.45333333333333,GRAVELLY MUD,MUD
42.975,-70.275,MUD,MUD
42.983333333333334,-70.21666666666667,MUD,MUD
43.0,-70.15833333333335,MUD,MUD
43.00833333333333,-70.13333333333334,MUD,MUD
43.06333333333333,-70.48,SANDY MUD,MUD
43.05,-70.43333333333334,SANDY MUD,MUD
43.041666666666664,-70.405,SANDY MUD,MUD
43.00833333333333,-70.38333333333334,MUD,MUD
42.98,-70.35333333333332,MUD,MUD
42.998333333333335,-70.50333333333333,MUD,MUD
42.983333333333334,-70.45833333333334,MUD,MUD
42.97166666666667,-70.41666666666667,MUD,MUD
42.95,-70.32,MUD,MUD
42.95333333333333,-70.37166666666666,GRAVELLY MUDDY SAND,SAND
42.958333333333336,-70.41666666666667,SANDY MUD,MUD
42.96666666666667,-70.505,SANDY MUD,MUD
43.02166666666667,-70.275,MUD,MUD
43.04333333333333,-70.31666666666666,MUD,MUD
43.06333333333333,-70.35833333333333,GRAVELLY MUDDY SAND,SAND
43.08,-70.395,GRAVELLY MUD,MUD
43.09666666666667,-70.42166666666667,MUDDY SAND,SAND
43.086666666666666,-70.45833333333334,SANDY MUD,MUD
42.93833333333333,-70.275,SANDY MUD,MUD
42.925,-70.23,GRAVELLY MUD,MUD
42.905,-70.15,MUD,MUD
42.89333333333333,-70.10333333333332,SANDY GRAVEL,GRAVEL
42.888333333333335,-70.08833333333332,SANDY MUD,MUD
42.88666666666666,-70.075,SANDY MUD,MUD
43.111666666666665,-70.38833333333334,SANDY MUD,MUD
43.09666666666667,-70.35166666666666,GRAVELLY MUD,MUD
43.08,-70.31666666666666,MUD,MUD
43.06333333333333,-70.28333333333333,MUD,MUD
43.041666666666664,-70.23666666666666,MUD,MUD
43.068333333333335,-70.2,MUD,MUD
43.08833333333334,-70.24166666666667,SANDY MUD,MUD
43.10333333333333,-70.27666666666667,MUD,MUD
43.12,-70.31166666666667,GRAVELLY MUD,MUD
43.13666666666666,-70.34166666666667,MUD,MUD
43.156666666666666,-70.30833333333334,MUD,MUD
43.14,-70.26666666666667,MUDDY GRAVEL,GRAVEL
43.123333333333335,-70.23333333333333,GRAVELLY MUD,MUD
43.10666666666667,-70.19666666666667,MUD,MUD
43.09,-70.16333333333334,MUD,MUD
43.005,-70.245,MUD,MUD
43.025,-70.2,MUD,MUD
43.05,-70.15833333333335,MUD,MUD
43.068333333333335,-70.12,MUD,MUD
43.10333333333333,-70.12,SANDY MUD,MUD
43.123333333333335,-70.15833333333335,GRAVELLY MUD,MUD
43.16,-70.225,MUD,MUD
43.18333333333333,-70.26333333333334,MUD,MUD
42.94833333333333,-70.47166666666666,MUD,MUD
42.895,-70.355,MUDDY SANDY GRAVEL,GRAVEL
42.875,-70.31666666666666,GRAVELLY MUDDY SAND,SAND
42.95333333333333,-70.215,MUD,MUD
42.97,-70.13833333333334,MUD,MUD
42.97833333333333,-70.105,MUDDY SANDY GRAVEL,GRAVEL
42.94166666666666,-70.105,GRAVELLY MUD,MUD
42.925,-70.34333333333333,MUD,MUD
42.906666666666666,-70.305,MUD,MUD
42.888333333333335,-70.26666666666667,SANDY MUD,MUD
43.04383333333333,-70.70933333333333,HARD BOTTOM (NO SAMPLE RECOVERED),
43.0475,-70.70483333333334,GRAVELLY SAND,SAND
43.05116666666667,-70.7,SAND,SAND
43.0525,-70.69783333333334,SAND,SAND
43.055499999999995,-70.69466666666668,SANDY GRAVEL,GRAVEL
43.05819444444444,-70.71083333333334,SANDY GRAVEL,GRAVEL
43.05933333333333,-70.70683333333334,GRAVELLY SAND,SAND
43.06233333333333,-70.70233333333334,SANDY GRAVEL,GRAVEL
43.0685,-70.71133333333334,SAND,SAND
43.07116666666667,-70.706,SANDY GRAVEL,GRAVEL
43.073,-70.70116666666667,SAND,SAND
43.07466666666667,-70.71300000000001,SANDY GRAVEL,GRAVEL
43.077333333333335,-70.71133333333334,SANDY GRAVEL,GRAVEL
43.07966666666667,-70.71066666666667,GRAVELLY MUDDY SAND,SAND
43.07458333333334,-70.72222222222223,MUDDY SAND,SAND
43.07533333333334,-70.72416666666666,SANDY GRAVEL,GRAVEL
43.07555555555556,-70.72472222222223,GRAVEL,GRAVEL
43.073,-70.732,GRAVELLY SAND,SAND
43.074333333333335,-70.732,HARD BOTTOM (NO SAMPLE RECOVERED),
43.076,-70.726,MUDDY SAND,SAND
43.07716666666667,-70.7435,SANDY GRAVEL,GRAVEL
43.078833333333336,-70.74316666666667,SANDY GRAVEL,GRAVEL
43.07983333333333,-70.7575,HARD BOTTOM (NO SAMPLE RECOVERED),
43.0805,-70.75666666666666,HARD BOTTOM (NO SAMPLE RECOVERED),
43.08133333333333,-70.75583333333333,HARD BOTTOM (NO SAMPLE RECOVERED),
43.086333333333336,-70.76566666666666,MUDDY SAND,SAND
43.08733333333333,-70.7635,SANDY GRAVEL,GRAVEL
43.0885,-70.76216666666667,GRAVEL,GRAVEL
43.093500000000006,-70.77066666666667,GRAVEL,GRAVEL
43.09433333333334,-70.76691666666666,GRAVEL,GRAVEL
43.09516666666667,-70.76783333333333,SANDY GRAVEL,GRAVEL
43.096333333333334,-70.783,HARD BOTTOM (NO SAMPLE RECOVERED),
43.0965,-70.78133333333334,SANDY GRAVEL,GRAVEL
43.096833333333336,-70.78066666666666,HARD BOTTOM (NO SAMPLE RECOVERED),
43.098,-70.78133333333334,HARD BOTTOM (NO SAMPLE RECOVERED),
43.10033333333333,-70.78716666666666,SANDY GRAVEL,GRAVEL
43.1015,-70.78533333333333,GRAVEL,GRAVEL
43.103500000000004,-70.78433333333334,MUDDY SAND,SAND
43.090333333333334,-70.76233333333333,SANDY GRAVEL,GRAVEL
43.08097222222222,-70.69566666666667,SANDY MUD,MUD
43.08105555555556,-70.69247222222222,SANDY MUD,MUD
43.08388888888889,-70.69255555555556,SANDY GRAVEL,GRAVEL
43.082861111111114,-70.69816666666667,MUD,MUD
43.07736111111112,-70.69511111111112,MUDDY SAND,SAND
43.07591666666667,-70.69847222222222,SAND,SAND
43.074555555555555,-70.70047222222223,SAND,SAND
43.07786111111111,-70.70416666666667,GRAVELLY MUDDY SAND,SAND
43.079,-70.70063888888889,GRAVELLY MUDDY SAND,SAND
43.08069444444445,-70.70516666666667,SANDY MUD,MUD
43.078583333333334,-70.70913888888889,GRAVELLY SAND,SAND
43.078138888888894,-70.72472222222223,SANDY MUD,MUD
43.07938888888889,-70.72055555555556,SANDY GRAVEL,GRAVEL
43.081388888888895,-70.72291666666666,SANDY GRAVEL,GRAVEL
43.08408333333333,-70.72802777777778,GRAVELLY MUDDY SAND,SAND
43.084611111111116,-70.73477777777778,GRAVEL,GRAVEL
43.08455555555556,-70.72736111111111,SANDY MUD,MUD
43.08341666666667,-70.72386111111112,GRAVELLY MUD,MUD
43.072583333333334,-70.71411111111111,SANDY GRAVEL,GRAVEL
43.0725,-70.72169444444445,SANDY MUD,MUD
43.07280555555556,-70.72197222222222,MUDDY SAND,SAND
43.08405555555556,-70.74347222222222,GRAVELLY SAND,SAND
43.08316666666667,-70.74836111111111,GRAVEL,GRAVEL
43.08352777777778,-70.74694444444445,GRAVEL,GRAVEL
43.08305555555556,-70.7461111111111,GRAVELLY MUDDY SAND,SAND
43.080444444444446,-70.7491388888889,SANDY GRAVEL,GRAVEL
43.084472222222225,-70.76130555555555,SANDY GRAVEL,GRAVEL
43.084944444444446,-70.75980555555556,SANDY GRAVEL,GRAVEL
43.08444444444444,-70.75658333333334,MUDDY GRAVELLY SAND,SAND
43.08681,-70.759424,MUDDY SAND,SAND
43.087583333333335,-70.76363888888889,SANDY GRAVEL,GRAVEL
43.08927777777778,-70.76330555555556,SANDY GRAVEL,GRAVEL
43.08991666666667,-70.76172222222222,GRAVEL,GRAVEL
43.090472222222225,-70.76027777777777,GRAVELLY MUDDY SAND,SAND
43.08583333333333,-70.76027777777777,SANDY GRAVEL,GRAVEL
43.08416666666667,-70.7611111111111,SANDY GRAVEL,GRAVEL
43.08416666666667,-70.759,GRAVELLY SAND,SAND
43.083194444444445,-70.75111111111111,SANDY GRAVEL,GRAVEL
43.07694444444445,-70.75041666666667,SANDY MUD,MUD
43.069861111111116,-70.73863888888889,GRAVELLY MUDDY SAND,SAND
43.068083333333334,-70.74183333333333,MUDDY SAND,SAND
43.06866666666667,-70.73530555555556,SANDY MUD,MUD
43.06877777777778,-70.73269444444445,MUD,MUD
43.06738888888889,-70.73519444444445,SANDY MUD,MUD
43.06630555555555,-70.73788888888889,SANDY MUD,MUD
43.06625,-70.73969444444444,GRAVELLY MUD,MUD
43.06305555555555,-70.73733333333334,SAND,SAND
43.062805555555556,-70.73716666666667,GRAVELLY SAND,SAND
43.06027777777778,-70.73602777777778,SAND,SAND
43.059666666666665,-70.73591666666667,SAND,SAND
43.06027777777778,-70.73333333333333,GRAVELLY MUDDY SAND,SAND
43.05633333333333,-70.72366666666667,SAND,SAND
43.05475,-70.72394444444444,SANDY MUD,MUD
43.053444444444445,-70.72763888888889,GRAVELLY MUDDY SAND,SAND
43.056305555555554,-70.71822222222222,SANDY GRAVEL,GRAVEL
43.05611111111111,-70.71880555555556,SAND,SAND
43.05419444444444,-70.71958333333333,SANDY MUD,MUD
43.0535,-70.71600000000001,SANDY GRAVEL,GRAVEL
43.05258333333333,-70.71633333333334,SANDY GRAVEL,GRAVEL
43.05786111111111,-70.6953888888889,GRAVELLY SAND,SAND
43.057694444444444,-70.68941666666667,GRAVELLY SAND,SAND
43.05519444444444,-70.69169444444445,GRAVEL,GRAVEL
43.05438888888889,-70.685,GRAVEL,GRAVEL
43.05905555555555,-70.68233333333333,SANDY GRAVEL,GRAVEL
43.06188888888889,-70.68141666666668,SANDY GRAVEL,GRAVEL
43.065416666666664,-70.705,SAND,SAND
43.06772222222222,-70.70311111111111,GRAVELLY SAND,SAND
43.0675,-70.69925,SANDY GRAVEL,GRAVEL
43.06741666666667,-70.69752777777778,SAND,SAND
43.06886111111111,-70.69744444444444,HARD BOTTOM (NO SAMPLE RECOVERED),
43.06908333333334,-70.69905555555556,MUDDY SAND,SAND
43.07380555555556,-70.70519444444444,GRAVELLY SAND,SAND
43.07355555555556,-70.70708333333333,SANDY GRAVEL,GRAVEL
43.076527777777784,-70.70619444444445,GRAVELLY SAND,SAND
43.075361111111114,-70.70969444444445,SANDY GRAVEL,GRAVEL
43.076888888888895,-70.71422222222222,GRAVEL,GRAVEL
43.07563888888889,-70.71541666666667,SANDY GRAVEL,GRAVEL
43.07483333333334,-70.71908333333333,SANDY GRAVEL,GRAVEL
43.07622222222223,-70.71930555555556,SANDY GRAVEL,GRAVEL
43.082638888888894,-70.72491666666667,SANDY GRAVEL,GRAVEL
43.08394444444445,-70.73016666666666,SAND,SAND
43.073638888888894,-70.71894444444445,HARD BOTTOM (NO SAMPLE RECOVERED),
43.078500000000005,-70.72483333333334,GRAVELLY MUDDY SAND,SAND
43.07633333333334,-70.72883333333334,GRAVELLY MUDDY SAND,SAND
43.07758333333334,-70.70811111111111,SANDY GRAVEL,GRAVEL
43.078500000000005,-70.70355555555555,SANDY MUD,MUD
43.08125,-70.70066666666666,SANDY MUD,MUD
43.075,-70.71066666666667,SAND,SAND
43.083000000000006,-70.72458333333334,MUDDY SAND,SAND
43.08388888888889,-70.72725,MUDDY SAND,SAND
43.08419444444445,-70.72744444444444,MUDDY SAND,SAND
43.08283333333333,-70.72816666666667,SANDY MUD,MUD
43.08272222222222,-70.73102777777778,SANDY MUD,MUD
43.082861111111114,-70.7298888888889,GRAVELLY SANDY MUD,MUD
43.082,-70.72558333333333,SANDY MUD,MUD
43.07522222222222,-70.7196111111111,SANDY GRAVEL,GRAVEL
43.078722222222225,-70.7388611111111,SANDY MUD,MUD
43.07833333333333,-70.74027777777778,SANDY GRAVEL,GRAVEL
43.07958333333334,-70.7418888888889,MUDDY SANDY GRAVEL,GRAVEL
43.08061111111112,-70.74394444444445,SANDY MUD,MUD
43.08077777777778,-70.74347222222222,SANDY MUD,MUD
43.07219444444445,-70.73111111111112,GRAVELLY MUDDY SAND,SAND
43.0725,-70.73752777777779,SANDY GRAVEL,GRAVEL
43.07191666666667,-70.73686111111111,SANDY GRAVEL,GRAVEL
43.07211111111111,-70.73941666666667,GRAVEL,GRAVEL
43.07166666666667,-70.73722222222223,GRAVEL,GRAVEL
43.07366666666667,-70.73752777777779,HARD BOTTOM (NO SAMPLE RECOVERED),
43.07630555555556,-70.70397222222222,MUDDY SANDY GRAVEL,GRAVEL
43.075694444444444,-70.705,SANDY GRAVEL,GRAVEL
43.07252777777778,-70.70755555555556,HARD BOTTOM (NO SAMPLE RECOVERED),
43.07361111111111,-70.70222222222222,GRAVELLY SAND,SAND
43.07394444444445,-70.70311111111111,GRAVELLY SAND,SAND
43.07338888888889,-70.70441666666667,SANDY GRAVEL,GRAVEL
43.07327777777778,-70.70547222222223,GRAVELLY SAND,SAND
43.08819444444445,-70.75680555555556,SANDY MUD,MUD
43.08763888888889,-70.75880555555555,SANDY MUD,MUD
43.08594444444444,-70.74125,MUDDY SAND,SAND
43.085166666666666,-70.7395,GRAVEL,GRAVEL
43.085166666666666,-70.7395,GRAVEL,GRAVEL
43.10725,-70.7298333,SANDY MUD,MUD
43.10230555555556,-70.72622222222222,MUD,MUD
43.10183333333333,-70.72966666666667,SANDY MUD,MUD
43.0985,-70.72983333333333,SANDY MUD,MUD
43.096694444444445,-70.72319444444445,SANDY MUD,MUD
43.09625,-70.71880555555556,SANDY MUD,MUD
43.092333333333336,-70.72116666666666,SANDY MUD,MUD
43.090944444444446,-70.71902777777778,MUDDY SAND,SAND
43.090250000000005,-70.7171388888889,SANDY MUD,MUD
43.08866666666667,-70.7255,MUD,MUD
43.08680555555556,-70.71905555555556,SANDY GRAVEL,GRAVEL
43.08525,-70.71577777777777,SANDY MUD,MUD
43.08636111111112,-70.73647222222222,SANDY MUD,MUD
43.078472222222224,-70.69633333333334,MUDDY SAND,SAND
43.07188888888889,-70.7111388888889,SANDY MUD,MUD
43.07930555555556,-70.72277777777778,SANDY MUD,MUD
43.07811111111111,-70.72413888888889,MUD,MUD
43.07930555555556,-70.72461111111112,SANDY MUD,MUD
43.077222222222225,-70.72638888888889,MUD,MUD
43.078944444444446,-70.72625,MUD,MUD
43.07777777777778,-70.72727777777779,MUD,MUD
43.07611111111112,-70.72819444444444,GRAVELLY MUDDY SAND,SAND
43.07875,-70.73811111111111,SANDY MUD,MUD
43.06819444444445,-70.74152777777778,MUDDY SAND,SAND
43.08069444444445,-70.74361111111111,MUDDY SAND,SAND
43.08230555555556,-70.74505555555555,SANDY MUD,MUD
43.07602777777778,-70.744,MUDDY SAND,SAND
43.08558333333333,-70.76402777777778,SANDY MUD,MUD
43.08677777777778,-70.75916666666667,MUDDY SAND,SAND
43.08266666666667,-70.74708333333334,MUDDY SAND,SAND
43.08466666666667,-70.73561111111111,GRAVELLY MUDDY SAND,SAND
43.082055555555556,-70.72472222222223,SANDY MUD,MUD
43.086222222222226,-70.717,GRAVELLY MUDDY SAND,SAND
43.09125,-70.72055555555556,MUDDY SAND,SAND
43.07933333333334,-70.72533333333334,SANDY MUD,MUD
43.07916666666667,-70.7275,SANDY MUD,MUD
43.08080555555556,-70.69319444444444,SANDY MUD,MUD
43.08361111111111,-70.69741666666667,MUD,MUD
43.084944444444446,-70.76633333333334,MUD,MUD
43.08152777777778,-70.76402777777778,SANDY MUD,MUD
43.08555555555556,-70.76447222222222,SANDY MUD,MUD
43.08577777777778,-70.76516666666667,MUDDY SAND,SAND
43.08577777777778,-70.76516666666667,MUDDY SAND,SAND
43.083333333333336,-70.76572222222222,SANDY MUD,MUD
43.63283,-70.15567,MEDIUM SILT,SILT
43.6615,-70.097,VERY FINE SAND,SAND
43.68133,-70.07833,COARSE SILT,SILT
43.68433,-70.04283,FINE SILT,SILT
43.728,-70.01067,VERY FINE SILT,SILT
43.7635,-69.99267,VERY FINE SILT,SILT
43.78333,-69.97567,COARSE SILT,SILT
43.62567,-70.1985,VERY COARSE SAND,SAND
43.6525,-70.14,VERY FINE SILT,SILT
43.6825,-70.13767,MEDIUM SILT,SILT
43.70183,-70.111,FINE SILT,SILT
43.75033,-70.08233,FINE SILT,SILT
43.7745,-70.0305,FINE SILT,SILT
43.78667,-70.01883,COARSE CLAY,CLAY
43.814,-69.99717,COARSE CLAY,CLAY
43.6435,-70.26217,FINE SAND,SAND
43.64967,-70.253,VERY FINE SILT,SILT
43.658,-70.24267,VERY FINE SILT,SILT
43.6615,-70.24017,VERY FINE SILT,SILT
43.6655,-70.22983,MEDIUM SAND,SAND
43.66933,-70.227,FINE SILT,SILT
43.67583,-70.22167,VERY FINE SILT,SILT
43.68517,-70.21133,COARSE CLAY,CLAY
43.69583,-70.20133,COARSE CLAY,CLAY
43.6995,-70.19217,VERY FINE SILT,SILT
43.68933,-70.184,FINE SILT,SILT
43.71467,-70.17517,FINE SILT,SILT
43.7215,-70.166,COARSE CLAY,CLAY
43.73317,-70.14917,COARSE CLAY,CLAY
43.7495,-70.13617,COARSE CLAY,CLAY
43.76867,-70.09417,VERY FINE SILT,SILT
43.79483,-70.059,COARSE CLAY,CLAY
43.82,-70.031,COARSE CLAY,CLAY
43.67767,-70.24067,VERY FINE SILT,SILT
43.68533,-70.24183,MEDIUM SILT,SILT
43.69583,-70.20133,COARSE CLAY,CLAY
43.72233,-70.199,COARSE CLAY,CLAY
43.749,-70.16667,COARSE CLAY,CLAY
43.784,-70.11917,FINE SILT,SILT
43.80367,-70.09967,VERY FINE SILT,SILT
43.83433,-70.03317,COARSE CLAY,CLAY
43.67517,-70.23067,VERY FINE SILT,SILT
43.68,-70.22167,VERY FINE SILT,SILT
43.65833,-70.2325,MEDIUM SILT,SILT
43.656,-70.21817,VERY FINE SAND,SAND
43.645,-70.2225,VERY FINE SAND,SAND
43.64183,-70.21433,,
43.63117,-70.20683,COARSE SAND,SAND
43.66017,-70.20017,MEDIUM SILT,SILT
43.6575,-70.2125,VERY FINE SILT,SILT
43.65517,-70.20317,VERY FINE SAND,SAND
43.65417,-70.15433,COARSE SILT,SILT
43.68633,-70.18283,COARSE SILT,SILT
43.69833,-70.16383,FINE SILT,SILT
43.69983,-70.16,VERY FINE SILT,SILT
43.83217,-70.00767,VERY FINE SILT,SILT
43.63283,-70.15567,MEDIUM SILT,SILT
43.68133,-70.07833,COARSE SILT,SILT
43.78333,-69.97567,COARSE SILT,SILT
43.62567,-70.1985,VERY COARSE SAND,SAND
43.6525,-70.14,VERY FINE SILT,SILT
43.6825,-70.13767,MEDIUM SILT,SILT
43.7745,-70.0305,FINE SILT,SILT
43.78667,-70.01883,COARSE CLAY,CLAY
43.814,-69.99717,COARSE CLAY,CLAY
43.64967,-70.253,VERY FINE SILT,SILT
43.6615,-70.24017,VERY FINE SILT,SILT
43.69583,-70.20133,COARSE CLAY,CLAY
43.71467,-70.17517,FINE SILT,SILT
43.7495,-70.13617,COARSE CLAY,CLAY
43.79483,-70.059,VERY FINE SILT,SILT
43.67767,-70.24067,COARSE CLAY,CLAY
43.68533,-70.24183,VERY FINE SILT,SILT
43.784,-70.11917,MEDIUM SILT,SILT
43.80367,-70.09967,FINE SILT,SILT
43.83433,-70.03317,VERY FINE SILT,SILT
43.65833,-70.2325,COARSE CLAY,CLAY
43.656,-70.21817,MEDIUM SILT,SILT
43.645,-70.2225,VERY FINE SAND,SAND
43.63117,-70.20683,VERY FINE SAND,SAND
43.6575,-70.2125,MEDIUM SILT,SILT
43.65517,-70.20317,VERY FINE SAND,SAND
43.65417,-70.15433,COARSE SILT,SILT
43.68633,-70.18283,COARSE SILT,SILT
43.69833,-70.16383,FINE SILT,SILT
43.69983,-70.16,VERY FINE SILT,SILT
44.4,-68.91667,VERY FINE SILT,SILT
44.08333,-68.98333,COARSE SILT,SILT
44.46667,-68.8,MEDIUM SILT,SILT
44.46667,-68.78333,FINE SILT,SILT
44.43333,-68.83333,VERY FINE SILT,SILT
44.43333,-68.81667,VERY FINE SILT,SILT
44.4,-68.85,VERY FINE SILT,SILT
44.41667,-68.88333,VERY FINE SILT,SILT
44.43333,-68.88333,FINE SILT,SILT
44.43333,-68.9,VERY FINE SILT,SILT
44.41667,-68.93333,VERY FINE SILT,SILT
44.41667,-68.96667,VERY FINE SILT,SILT
44.38333,-68.96667,VERY FINE SILT,SILT
44.36667,-68.91667,VERY FINE SILT,SILT
44.31667,-68.93333,VERY FINE SILT,SILT
44.3,-68.91667,VERY FINE SILT,SILT
44.26667,-68.96667,VERY FINE SILT,SILT
44.21667,-68.96667,VERY FINE SILT,SILT
44.2,-69.0,VERY FINE SILT,SILT
44.2,-69.03333,COARSE SILT,SILT
44.18333,-69.03333,FINE SILT,SILT
44.16667,-69.01667,VERY FINE SILT,SILT
44.15,-69.05,VERY FINE SILT,SILT
44.08333,-69.08333,MEDIUM SILT,SILT
44.1,-69.05,COARSE SILT,SILT
44.1,-69.03333,FINE SILT,SILT
44.11667,-68.96667,FINE SILT,SILT
44.13333,-68.95,VERY FINE SILT,SILT
44.01667,-69.0,VERY FINE SAND,SAND
44.11667,-68.9,FINE SILT,SILT
44.13333,-68.83333,MEDIUM SILT,SILT
44.11667,-68.75,FINE SILT,SILT
44.16667,-68.8,VERY FINE SILT,SILT
44.18333,-68.73333,FINE SILT,SILT
44.23333,-68.76667,FINE SILT,SILT
44.26667,-68.8,VERY FINE SILT,SILT
44.3,-68.8,VERY FINE SILT,SILT
44.3,-68.8,VERY FINE SILT,SILT
44.31667,-68.31667,VERY FINE SILT,SILT
44.31667,-68.85,VERY FINE SILT,SILT
44.31667,-68.88333,VERY FINE SILT,SILT
44.35,-68.81667,VERY FINE SILT,SILT
44.35,-68.83333,VERY FINE SILT,SILT
44.26667,-68.88333,FINE SILT,SILT
44.21667,-68.93333,MEDIUM SILT,SILT
44.21667,-68.9,VERY FINE SILT,SILT
44.18333,-68.83333,VERY FINE SILT,SILT
44.16667,-68.88333,FINE SILT,SILT
44.16667,-68.91667,VERY FINE SILT,SILT
44.4,-68.91667,VERY FINE SILT,SILT
44.08333,-68.98333,COARSE SILT,SILT
44.46667,-68.8,MEDIUM SILT,SILT
44.46667,-68.78333,FINE SILT,SILT
44.43333,-68.83333,VERY FINE SILT,SILT
44.43333,-68.81667,VERY FINE SILT,SILT
44.4,-68.85,VERY FINE SILT,SILT
44.41667,-68.88333,VERY FINE SILT,SILT
44.43333,-68.88333,FINE SILT,SILT
44.43333,-68.9,VERY FINE SILT,SILT
44.41667,-68.93333,VERY FINE SILT,SILT
44.41667,-68.96667,VERY FINE SILT,SILT
44.38333,-68.96667,VERY FINE SILT,SILT
44.36667,-68.91667,VERY FINE SILT,SILT
44.31667,-68.93333,VERY FINE SILT,SILT
44.3,-68.91667,VERY FINE SILT,SILT
44.26667,-68.96667,VERY FINE SILT,SILT
44.21667,-68.96667,VERY FINE SILT,SILT
44.2,-69.0,VERY FINE SILT,SILT
44.2,-69.03333,COARSE SILT,SILT
44.18333,-69.03333,FINE SILT,SILT
44.16667,-69.01667,VERY FINE SILT,SILT
44.15,-69.05,VERY FINE SILT,SILT
44.08333,-69.08333,MEDIUM SILT,SILT
44.1,-69.05,COARSE SILT,SILT
44.1,-69.03333,FINE SILT,SILT
44.11667,-68.96667,FINE SILT,SILT
44.13333,-68.95,VERY FINE SILT,SILT
44.01667,-69.0,VERY FINE SAND,SAND
44.11667,-68.9,FINE SILT,SILT
44.13333,-68.83333,MEDIUM SILT,SILT
44.11667,-68.75,FINE SILT,SILT
44.16667,-68.8,VERY FINE SILT,SILT
44.18333,-68.73333,FINE SILT,SILT
44.23333,-68.76667,FINE SILT,SILT
44.26667,-68.8,VERY FINE SILT,SILT
44.3,-68.8,VERY FINE SILT,SILT
44.3,-68.8,VERY FINE SILT,SILT
44.31667,-68.31667,VERY FINE SILT,SILT
44.31667,-68.85,VERY FINE SILT,SILT
44.31667,-68.88333,VERY FINE SILT,SILT
44.35,-68.81667,VERY FINE SILT,SILT
44.35,-68.83333,VERY FINE SILT,SILT
44.26667,-68.88333,FINE SILT,SILT
44.21667,-68.93333,MEDIUM SILT,SILT
44.21667,-68.9,VERY FINE SILT,SILT
44.18333,-68.83333,VERY FINE SILT,SILT
44.16667,-68.88333,FINE SILT,SILT
44.16667,-68.91667,VERY FINE SILT,SILT
42.83667,-69.705,CLAY,CLAY
42.83667,-69.705,CLAY,CLAY
42.83667,-69.705,CLAY,CLAY
42.83667,-69.705,CLAY,CLAY
42.83667,-69.705,CLAY,CLAY
42.83667,-69.705,CLAY,CLAY
42.34667,-67.59333,VERY FINE SAND,SAND
42.34667,-67.59333,VERY FINE SAND,SAND
42.34667,-67.59333,MEDIUM SAND,SAND
42.34667,-67.59333,VERY FINE SAND,SAND
42.34667,-67.59333,MEDIUM SAND,SAND
42.34667,-67.59333,FINE SAND,SAND
43.633,-67.88533,CLAY,CLAY
