"","grid_id","month","number_of_fish","average_fish_length","percent_male","percent_spawning","averge_tow_weight","percent_Resting_maturity_fish","percent_Ripe_maturity_fish","percent_Ripe...Running_maturity_fish","percent_Spent_maturity_fish","X","air_temperatures_deg_f","atmospheric_pressure_mb","visibility_m","wave_height_m","wave_period_s","wind_direction_degrees","wind_gust_m.s","wind_speed_m.s","sediement_NA_flag","temp"
"122",95,12,7,332.285714285714,0.142857142857143,0.142857142857143,41.03,0.428571428571429,0.142857142857143,0,0.428571428571429,539,41.9065306543071,1016.20873080836,2759.29359215426,2.23186424657307,7.55492606561624,215.399784669245,10.5360509108125,8.43509469752652,0,NA
"123",96,5,2,1135,0.5,0,3,1,0,0,0,544,46.9930131904624,1015.64812616973,2528.41441245254,1.34857708774671,7.41799226953697,185.544802085272,6.43771405538995,5.41263725943739,0,NA
"124",96,12,6,208.833333333333,0.833333333333333,1,7.8,0,0,1,0,551,41.9065273831374,1016.20873026645,2759.29365178375,2.23186382326846,7.55492512345975,215.399794975666,10.5360513094337,8.43509494981578,0,NA
"125",99,1,1,296,1,1,1.83,0,0,1,0,576,36.9222658982376,1013.55650506561,2653.38518208514,2.78926370205095,8.2034782056206,212.222175456678,11.6629145450044,9.32122177275355,0,NA
"126",106,12,1,421,0,1,5.37,0,1,0,0,623,41.9065458013844,1016.20873331765,2759.29331604126,2.23186620667546,7.55493042825042,215.399736945601,10.5360490650063,8.43509352930684,0,4.7949998928234
"127",106,12,1,421,0,1,5.37,0,1,0,0,623,41.9065458013844,1016.20873331765,2759.29331604126,2.23186620667546,7.55493042825042,215.399736945601,10.5360490650063,8.43509352930684,0,5.78499987069517
"128",107,7,1,338,1,0,2.87,1,0,0,0,630,62.1274391711313,1014.30015745126,2367.93731583672,1.11732933320022,7.34918544704222,194.858531182758,5.46958838119741,4.61699481525072,0,6.2849998595193
"129",107,7,1,338,1,0,2.87,1,0,0,0,630,62.1274391711313,1014.30015745126,2367.93731583672,1.11732933320022,7.34918544704222,194.858531182758,5.46958838119741,4.61699481525072,0,4.96999988891184
"130",108,4,4,1387.5,0.5,0,12,0.75,0,0,0.25,639,40.194456771802,1014.77901329394,2700.83663735501,1.9215993016361,7.88433281336473,198.728717734445,8.23636790781906,6.79031288538996,0,5.47999987751245
"131",108,4,4,1387.5,0.5,0,12,0.75,0,0,0.25,639,40.194456771802,1014.77901329394,2700.83663735501,1.9215993016361,7.88433281336473,198.728717734445,8.23636790781906,6.79031288538996,0,7.35499983560294
"132",108,5,27,309.074074074074,0.296296296296296,0.0740740740740741,89.7240740740741,0.925925925925926,0.0740740740740741,0,0,640,46.9930050672811,1015.64812276756,2528.41285562318,1.34857788363512,7.41799422880716,185.544803203475,6.43771332708908,5.41263672218285,0,5.47999987751245
"133",108,5,27,309.074074074074,0.296296296296296,0.0740740740740741,89.7240740740741,0.925925925925926,0.0740740740740741,0,0,640,46.9930050672811,1015.64812276756,2528.41285562318,1.34857788363512,7.41799422880716,185.544803203475,6.43771332708908,5.41263672218285,0,7.35499983560294
"134",108,6,1,1176,0,0,2,1,0,0,0,641,54.4687402751204,1013.72892260443,2591.32492696333,1.19428363560851,7.2682767898885,200.165126735852,6.01289013859376,5.08164050195437,0,5.47999987751245
"135",108,6,1,1176,0,0,2,1,0,0,0,641,54.4687402751204,1013.72892260443,2591.32492696333,1.19428363560851,7.2682767898885,200.165126735852,6.01289013859376,5.08164050195437,0,7.35499983560294
"136",108,7,5,1392.4,0.4,0,35,1,0,0,0,642,62.1274397652323,1014.30015691523,2367.93754747442,1.11732912589975,7.34918494130381,194.858533724044,5.46958863847694,4.61699505291437,0,5.47999987751245
"137",108,7,5,1392.4,0.4,0,35,1,0,0,0,642,62.1274397652323,1014.30015691523,2367.93754747442,1.11732912589975,7.34918494130381,194.858533724044,5.46958863847694,4.61699505291437,0,7.35499983560294
"138",108,10,1,363,1,0,3.2,1,0,0,0,645,56.3740579797249,1015.81591198184,2718.91917280451,1.89699879355989,7.52325995018256,196.669324460282,9.02108011422814,7.3955893453527,0,5.47999987751245
"139",108,10,1,363,1,0,3.2,1,0,0,0,645,56.3740579797249,1015.81591198184,2718.91917280451,1.89699879355989,7.52325995018256,196.669324460282,9.02108011422814,7.3955893453527,0,7.35499983560294
"140",109,4,2,382,0.5,1,17.09,0,0.5,0.5,0,651,40.1944575062542,1014.77901301776,2700.83695051018,1.92159899944038,7.88433213196967,198.728724018053,8.23636825818771,6.79031313895368,0,7.40499983448535
"141",109,4,2,382,0.5,1,17.09,0,0.5,0.5,0,651,40.1944575062542,1014.77901301776,2700.83695051018,1.92159899944038,7.88433213196967,198.728724018053,8.23636825818771,6.79031313895368,0,5.53999987617135
"142",109,5,18,1086.44444444444,0.444444444444444,0.0555555555555556,40.5883333333333,0.722222222222222,0.0555555555555556,0,0.222222222222222,652,46.9930073647964,1015.64812372981,2528.41329594812,1.34857765853048,7.41799367465811,185.544802887209,6.43771353307764,5.41263687413692,0,7.40499983448535
"143",109,5,18,1086.44444444444,0.444444444444444,0.0555555555555556,40.5883333333333,0.722222222222222,0.0555555555555556,0,0.222222222222222,652,46.9930073647964,1015.64812372981,2528.41329594812,1.34857765853048,7.41799367465811,185.544802887209,6.43771353307764,5.41263687413692,0,5.53999987617135
"144",109,6,6,1055.83333333333,0.666666666666667,0,9,0.833333333333333,0,0,0.166666666666667,653,54.4687418612869,1013.72892230407,2591.32518032315,1.1942834376914,7.268276227364,200.16513405885,6.01289041930267,5.08164071598773,0,7.40499983448535
"145",109,6,6,1055.83333333333,0.666666666666667,0,9,0.833333333333333,0,0,0.166666666666667,653,54.4687418612869,1013.72892230407,2591.32518032315,1.1942834376914,7.268276227364,200.16513405885,6.01289041930267,5.08164071598773,0,5.53999987617135
"146",109,7,4,234.75,0.5,0,9.1,1,0,0,0,654,62.1274403581472,1014.30015638026,2367.93777864967,1.11732891901315,7.34918443657509,194.858536260257,5.46958889524282,4.61699529010353,0,7.40499983448535
"147",109,7,4,234.75,0.5,0,9.1,1,0,0,0,654,62.1274403581472,1014.30015638026,2367.93777864967,1.11732891901315,7.34918443657509,194.858536260257,5.46958889524282,4.61699529010353,0,5.53999987617135
"148",110,5,17,318.117647058824,0.647058823529412,0.117647058823529,43.9,0.882352941176471,0.117647058823529,0,0,664,46.9930096577168,1015.64812469013,2528.41373539244,1.34857743387603,7.41799312161731,185.544802571575,6.43771373865423,5.41263702578711,0,5.56499987561256
"149",110,5,17,318.117647058824,0.647058823529412,0.117647058823529,43.9,0.882352941176471,0.117647058823529,0,0,664,46.9930096577168,1015.64812469013,2528.41373539244,1.34857743387603,7.41799312161731,185.544802571575,6.43771373865423,5.41263702578711,0,7.55499983113259
"150",110,6,5,221.4,0.2,0,7.9,1,0,0,0,665,54.4687434442813,1013.7289220043,2591.32543317627,1.19428324017011,7.26827566596452,200.165141367203,6.01289069945018,5.08164092959304,0,5.56499987561256
"151",110,6,5,221.4,0.2,0,7.9,1,0,0,0,665,54.4687434442813,1013.7289220043,2591.32543317627,1.19428324017011,7.26827566596452,200.165141367203,6.01289069945018,5.08164092959304,0,7.55499983113259
"152",110,11,4,394.5,0.75,0,11.945,1,0,0,0,670,48.1989904669473,1015.56842472421,2797.82269828872,2.08377751783409,7.44528159666853,210.743076926695,9.87884046431879,7.97266110878663,0,5.56499987561256
"153",110,11,4,394.5,0.75,0,11.945,1,0,0,0,670,48.1989904669473,1015.56842472421,2797.82269828872,2.08377751783409,7.44528159666853,210.743076926695,9.87884046431879,7.97266110878663,0,7.55499983113259
"154",110,12,19,289.210526315789,0.578947368421053,0.210526315789474,42.3252631578947,0.631578947368421,0.0526315789473684,0.157894736842105,0.157894736842105,671,41.9065324936442,1016.20873111307,2759.29355862536,2.23186448459186,7.5549265953788,215.399778874077,10.5360506866729,8.43509455566749,0,5.56499987561256
"155",110,12,19,289.210526315789,0.578947368421053,0.210526315789474,42.3252631578947,0.631578947368421,0.0526315789473684,0.157894736842105,0.157894736842105,671,41.9065324936442,1016.20873111307,2759.29355862536,2.23186448459186,7.5549265953788,215.399778874077,10.5360506866729,8.43509455566749,0,7.55499983113259
"156",111,4,4,1254,0.25,0,12,1,0,0,0,675,40.1944589707525,1014.77901246705,2700.83757494183,1.92159839686189,7.88433077326743,198.728736547571,8.23636895682306,6.79031364455992,0,5.46499987784773
"157",111,4,4,1254,0.25,0,12,1,0,0,0,675,40.1944589707525,1014.77901246705,2700.83757494183,1.92159839686189,7.88433077326743,198.728736547571,8.23636895682306,6.79031364455992,0,7.09999984130263
"158",111,7,33,1220.57575757576,0.666666666666667,0,46.4848484848485,1,0,0,0,678,62.12744154042,1014.30015531354,2367.93823961328,1.11732850648111,7.34918343014566,194.858541317468,5.46958940723417,4.61699576305888,0,5.46499987784773
"159",111,7,33,1220.57575757576,0.666666666666667,0,46.4848484848485,1,0,0,0,678,62.12744154042,1014.30015531354,2367.93823961328,1.11732850648111,7.34918343014566,194.858541317468,5.46958940723417,4.61699576305888,0,7.09999984130263
"160",111,10,7,236,0,0,39.46,1,0,0,0,681,56.3740519343102,1015.81591499631,2718.91902537006,1.89699767122477,7.52325748256101,196.669318353841,9.02108012708754,7.39558951903513,0,5.46499987784773
"161",111,10,7,236,0,0,39.46,1,0,0,0,681,56.3740519343102,1015.81591499631,2718.91902537006,1.89699767122477,7.52325748256101,196.669318353841,9.02108012708754,7.39558951903513,0,7.09999984130263
"162",111,12,10,325.4,0.5,0,129.63,1,0,0,0,683,41.9065291833267,1016.20873056467,2759.29361896847,2.23186405622135,7.55492564194707,215.399789303839,10.5360510900646,8.43509481097602,0,5.46499987784773
"163",111,12,10,325.4,0.5,0,129.63,1,0,0,0,683,41.9065291833267,1016.20873056467,2759.29361896847,2.23186405622135,7.55492564194707,215.399789303839,10.5360510900646,8.43509481097602,0,7.09999984130263
"164",112,1,1,294,1,0,5.44,0,0,0,1,684,36.9222761137569,1013.55650250915,2653.38525738065,2.78926508771549,8.2034805262884,212.222163731724,11.6629129757024,9.32122064559297,0,5.29999988153577
"165",112,1,1,294,1,0,5.44,0,0,0,1,684,36.9222761137569,1013.55650250915,2653.38525738065,2.78926508771549,8.2034805262884,212.222163731724,11.6629129757024,9.32122064559297,0,7.10499984119087
"166",112,4,2,449,0.5,0,8.95,1,0,0,0,687,40.1944597007993,1014.77901219252,2700.83788621862,1.92159809647882,7.88433009595958,198.728742793488,8.2363693050901,6.7903138966027,0,5.29999988153577
"167",112,4,2,449,0.5,0,8.95,1,0,0,0,687,40.1944597007993,1014.77901219252,2700.83788621862,1.92159809647882,7.88433009595958,198.728742793488,8.2363693050901,6.7903138966027,0,7.10499984119087
"168",112,12,1,419,0,1,9.52,0,1,0,0,695,41.9065258796529,1016.20873001738,2759.29367919047,2.23186362871056,7.55492469042883,215.399799712669,10.5360514926466,8.43509506577216,0,5.29999988153577
"169",112,12,1,419,0,1,9.52,0,1,0,0,695,41.9065258796529,1016.20873001738,2759.29367919047,2.23186362871056,7.55492469042883,215.399799712669,10.5360514926466,8.43509506577216,0,7.10499984119087
"170",113,4,34,655.235294117647,0.676470588235294,0.117647058823529,30.5817647058824,0.794117647058823,0.0588235294117647,0.0588235294117647,0.0882352941176471,699,40.1944604293783,1014.77901191855,2700.83819686956,1.92159779669969,7.88432942001349,198.728749026847,8.23636965265693,6.79031414813872,0,6.86499984655529
"171",113,4,34,655.235294117647,0.676470588235294,0.117647058823529,30.5817647058824,0.794117647058823,0.0588235294117647,0.0588235294117647,0.0882352941176471,699,40.1944604293783,1014.77901191855,2700.83819686956,1.92159779669969,7.88432942001349,198.728749026847,8.23636965265693,6.79031414813872,0,5.1949998838827
"172",113,5,23,880.391304347826,0.826086956521739,0,34.8982608695652,0.782608695652174,0,0,0.217391304347826,700,46.9930165089203,1015.64812755957,2528.41504844386,1.34857676261274,7.41799146914173,185.544801628467,6.43771435291326,5.41263747891502,0,6.86499984655529
"173",113,5,23,880.391304347826,0.826086956521739,0,34.8982608695652,0.782608695652174,0,0,0.217391304347826,700,46.9930165089203,1015.64812755957,2528.41504844386,1.34857676261274,7.41799146914173,185.544801628467,6.43771435291326,5.41263747891502,0,5.1949998838827
"174",113,11,2,245,1,0.5,13.85,0.5,0,0.5,0,706,48.1989828265996,1015.56842672637,2797.82272889237,2.08377627440378,7.44527900934817,210.743088280291,9.87884095573852,7.97266147951751,0,6.86499984655529
"175",113,11,2,245,1,0.5,13.85,0.5,0,0.5,0,706,48.1989828265996,1015.56842672637,2797.82272889237,2.08377627440378,7.44527900934817,210.743088280291,9.87884095573852,7.97266147951751,0,5.1949998838827
"176",113,12,39,249.846153846154,0.435897435897436,0.205128205128205,213.57,0.461538461538462,0.102564102564103,0.102564102564103,0.333333333333333,707,41.9065225826213,1016.20872947119,2759.29373929139,2.23186320205931,7.55492374082367,215.399810100572,10.5360518944193,8.43509532005602,0,6.86499984655529
"177",113,12,39,249.846153846154,0.435897435897436,0.205128205128205,213.57,0.461538461538462,0.102564102564103,0.102564102564103,0.333333333333333,707,41.9065225826213,1016.20872947119,2759.29373929139,2.23186320205931,7.55492374082367,215.399810100572,10.5360518944193,8.43509532005602,0,5.1949998838827
"178",114,4,9,184.555555555556,0.444444444444444,0,10.43,1,0,0,0,711,40.1944611564899,1014.77901164513,2700.8385068948,1.92159749752437,7.88432874542888,198.728755247651,8.2363699995237,6.79031439916811,0,5.21499988343567
"179",114,4,9,184.555555555556,0.444444444444444,0,10.43,1,0,0,0,711,40.1944611564899,1014.77901164513,2700.8385068948,1.92159749752437,7.88432874542888,198.728755247651,8.2363699995237,6.79031439916811,0,6.69499985035509
"180",114,11,19,287.736842105263,0.631578947368421,0.157894736842105,101.5,0.842105263157895,0.105263157894737,0.0526315789473684,0,718,48.1989802900571,1015.56842739108,2797.82273905257,2.08377586159354,7.44527815037578,210.743092049606,9.87884111888646,7.97266160259759,0,5.21499988343567
"181",114,11,19,287.736842105263,0.631578947368421,0.157894736842105,101.5,0.842105263157895,0.105263157894737,0.0526315789473684,0,718,48.1989802900571,1015.56842739108,2797.82273905257,2.08377586159354,7.44527815037578,210.743092049606,9.87884111888646,7.97266160259759,0,6.69499985035509
"182",115,5,1,174,1,0,0.93,1,0,0,0,724,46.9930210534346,1015.64812946292,2528.41591941214,1.34857631735292,7.4179903730279,185.544801002888,6.43771476036122,5.41263777948211,0,6.50999985449016
"183",115,5,1,174,1,0,0.93,1,0,0,0,724,46.9930210534346,1015.64812946292,2528.41591941214,1.34857631735292,7.4179903730279,185.544801002888,6.43771476036122,5.41263777948211,0,5.1099998857826
"184",115,6,2,264,0.5,0,4.04,1,0,0,0,725,54.4687513116963,1013.7289205145,2591.32668984558,1.19428225849763,7.26827287583279,200.165177689408,6.01289209177151,5.08164199120241,0,6.50999985449016
"185",115,6,2,264,0.5,0,4.04,1,0,0,0,725,54.4687513116963,1013.7289205145,2591.32668984558,1.19428225849763,7.26827287583279,200.165177689408,6.01289209177151,5.08164199120241,0,5.1099998857826
"186",115,10,2,296.5,0.5,0,8.82,1,0,0,0,729,56.3740439302608,1015.81591898744,2718.91883016879,1.89699618526784,7.52325421546254,196.669310268994,9.02108014411321,7.39558974898838,0,6.50999985449016
"187",115,10,2,296.5,0.5,0,8.82,1,0,0,0,729,56.3740439302608,1015.81591898744,2718.91883016879,1.89699618526784,7.52325421546254,196.669310268994,9.02108014411321,7.39558974898838,0,5.1099998857826
"188",116,11,4,306,0.75,0.75,12.58,0.25,0.25,0.5,0,742,48.1989752323264,1015.56842871646,2797.82275931146,2.08377503847189,7.4452764376305,210.74309956542,9.87884144419477,7.97266184801272,0,4.66499989572912
"189",116,11,4,306,0.75,0.75,12.58,0.25,0.25,0.5,0,742,48.1989752323264,1015.56842871646,2797.82275931146,2.08377503847189,7.4452764376305,210.74309956542,9.87884144419477,7.97266184801272,0,6.09999986365438
"190",117,11,1,122,0,0,0.64,1,0,0,0,754,48.1989727111364,1015.56842937714,2797.82276941017,2.08377462816019,7.44527558385702,210.743103311921,9.87884160635526,7.97266197034785,0,5.84999986924231
"191",117,11,1,122,0,0,0.64,1,0,0,0,754,48.1989727111364,1015.56842937714,2797.82276941017,2.08377462816019,7.44527558385702,210.743103311921,9.87884160635526,7.97266197034785,0,4.59499989729375
"192",124,6,1,166,1,0,1.04,1,0,0,0,797,54.4687392324308,1013.72892280188,2591.32476041358,1.1942837657122,7.26827715967213,200.165121921973,6.01288995406568,5.08164036125643,0,4.34499990288168
"193",124,6,1,166,1,0,1.04,1,0,0,0,797,54.4687392324308,1013.72892280188,2591.32476041358,1.1942837657122,7.26827715967213,200.165121921973,6.01288995406568,5.08164036125643,0,5.95999986678362
"194",126,7,2,219.5,0.5,0,3.1,1,0,0,0,822,62.1274405740167,1014.30015618549,2367.93786281634,1.11732884368953,7.34918425281261,194.858537183646,5.46958898872657,4.61699537645976,0,5.22499988321215
"195",126,7,2,219.5,0.5,0,3.1,1,0,0,0,822,62.1274405740167,1014.30015618549,2367.93786281634,1.11732884368953,7.34918425281261,194.858537183646,5.46958898872657,4.61699537645976,0,6.44499985594302
"196",127,7,1,296,0,0,5.55,1,0,0,0,834,62.1274411715151,1014.30015564639,2367.93809577868,1.11732863520359,7.34918374418209,194.858539739465,5.46958924747737,4.6169956154825,0,6.86999984644353
"197",127,7,1,296,0,0,5.55,1,0,0,0,834,62.1274411715151,1014.30015564639,2367.93809577868,1.11732863520359,7.34918374418209,194.858539739465,5.46958924747737,4.6169956154825,0,5.46999987773597
"198",128,7,1,407,0,0,5.09,1,0,0,0,846,62.1274417678311,1014.30015510835,2367.93832828,1.11732842713024,7.34918323655815,194.858542290226,5.46958950571611,4.61699585403223,0,7.57499983068556
"199",128,7,1,407,0,0,5.09,1,0,0,0,846,62.1274417678311,1014.30015510835,2367.93832828,1.11732842713024,7.34918323655815,194.858542290226,5.46958950571611,4.61699585403223,0,5.6549998736009
"200",129,6,3,155,1,0,3.33,1,0,0,0,857,54.4687472245774,1013.72892128845,2591.32603700639,1.19428276847608,7.26827432530507,200.165158820038,6.01289136846116,5.08164143969678,0,7.59999983012676
"201",129,6,3,155,1,0,3.33,1,0,0,0,857,54.4687472245774,1013.72892128845,2591.32603700639,1.19428276847608,7.26827432530507,200.165158820038,6.01289136846116,5.08164143969678,0,5.65999987348914
"202",129,7,19,192.894736842105,0.631578947368421,0,27.44,1,0,0,0,858,62.1274423629649,1014.30015457138,2367.93856032042,1.11732821946937,7.34918272994048,194.858544835931,5.46958976344294,4.61699609210907,0,7.59999983012676
"203",129,7,19,192.894736842105,0.631578947368421,0,27.44,1,0,0,0,858,62.1274423629649,1014.30015457138,2367.93856032042,1.11732821946937,7.34918272994048,194.858544835931,5.46958976344294,4.61699609210907,0,5.65999987348914
"204",130,7,13,407.461538461538,0,0,87.27,1,0,0,0,870,62.127442956917,1014.30015403548,2367.93879190007,1.11732801222085,7.34918222432882,194.85854737658,5.46959002065798,4.61699632971315,0,5.56499987561256
"205",130,7,13,407.461538461538,0,0,87.27,1,0,0,0,870,62.127442956917,1014.30015403548,2367.93879190007,1.11732801222085,7.34918222432882,194.85854737658,5.46959002065798,4.61699632971315,0,7.62499982956797
"206",130,10,2,244,0,0,3.2,1,0,0,0,873,56.3740471104189,1015.81591740169,2718.91890772589,1.89699677566623,7.52325551354167,196.669313481255,9.0210801373486,7.39558965762366,0,5.56499987561256
"207",130,10,2,244,0,0,3.2,1,0,0,0,873,56.3740471104189,1015.81591740169,2718.91890772589,1.89699677566623,7.52325551354167,196.669313481255,9.0210801373486,7.39558965762366,0,7.62499982956797
"208",131,1,3,442.333333333333,0.333333333333333,0.666666666666667,14.45,0,0,0.666666666666667,0.333333333333333,876,36.9222662820337,1013.55650496956,2653.38518491399,2.78926375411025,8.20347829280788,212.222175016172,11.6629144860458,9.32122173040623,0,5.51499987673014
"209",131,1,3,442.333333333333,0.333333333333333,0.666666666666667,14.45,0,0,0.666666666666667,0.333333333333333,876,36.9222662820337,1013.55650496956,2653.38518491399,2.78926375411025,8.20347829280788,212.222175016172,11.6629144860458,9.32122173040623,0,7.2049998389557
"210",131,4,2,325,1,0,4.88,1,0,0,0,879,40.1944614596615,1014.77901153112,2700.83863616089,1.92159737278218,7.88432846415849,198.728757841437,8.236370144151,6.79031450383569,0,5.51499987673014
"211",131,4,2,325,1,0,4.88,1,0,0,0,879,40.1944614596615,1014.77901153112,2700.83863616089,1.92159737278218,7.88432846415849,198.728757841437,8.236370144151,6.79031450383569,0,7.2049998389557
"212",131,6,36,482.777777777778,0.388888888888889,0,77.5272222222222,1,0,0,0,881,54.4687503992993,1013.72892068727,2591.32654410759,1.19428237234379,7.26827319940892,200.165173477063,6.01289193030173,5.08164186808584,0,5.51499987673014
"213",131,6,36,482.777777777778,0.388888888888889,0,77.5272222222222,1,0,0,0,881,54.4687503992993,1013.72892068727,2591.32654410759,1.19428237234379,7.26827319940892,200.165173477063,6.01289193030173,5.08164186808584,0,7.2049998389557
"214",131,7,43,275.255813953488,0.488372093023256,0,93.4876744186046,1,0,0,0,882,62.1274435496876,1014.30015350064,2367.93902301907,1.11732780538459,7.34918171972291,194.858549912176,5.46959027736138,4.61699656684459,0,5.51499987673014
"215",131,7,43,275.255813953488,0.488372093023256,0,93.4876744186046,1,0,0,0,882,62.1274435496876,1014.30015350064,2367.93902301907,1.11732780538459,7.34918171972291,194.858549912176,5.46959027736138,4.61699656684459,0,7.2049998389557
"216",132,1,1,348,0,0,8.84,0,0,0,1,888,36.9222621857555,1013.55650599466,2653.38515472156,2.78926319847844,8.20347736225305,212.222179717712,11.6629151153136,9.32122218238161,0,5.739999871701
"217",132,1,1,348,0,0,8.84,0,0,0,1,888,36.9222621857555,1013.55650599466,2653.38515472156,2.78926319847844,8.20347736225305,212.222179717712,11.6629151153136,9.32122218238161,0,7.47499983292073
"218",132,6,2,278,1,0,4.36,1,0,0,0,893,54.46875198192,1013.72892038758,2591.32679690102,1.19428217486913,7.26827263814195,200.16518078369,6.01289221038312,5.08164208164073,0,5.739999871701
"219",132,6,2,278,1,0,4.36,1,0,0,0,893,54.46875198192,1013.72892038758,2591.32679690102,1.19428217486913,7.26827263814195,200.16518078369,6.01289221038312,5.08164208164073,0,7.47499983292073
"220",132,10,1,252,1,0,7.9,1,0,0,0,897,56.3740430770719,1015.81591941287,2718.91880936137,1.89699602687277,7.5232538672073,196.669309407192,9.02108014592806,7.39558977350016,0,5.739999871701
"221",132,10,1,252,1,0,7.9,1,0,0,0,897,56.3740430770719,1015.81591941287,2718.91880936137,1.89699602687277,7.5232538672073,196.669309407192,9.02108014592806,7.39558977350016,0,7.47499983292073
"222",133,11,14,241,0.642857142857143,0.0714285714285714,182.98,0.928571428571429,0,0.0714285714285714,0,910,48.1989741246941,1015.56842900672,2797.82276374812,2.08377485820999,7.44527606254291,210.743101211367,9.8788415154366,7.97266190175811,0,7.2899998370558
"223",133,11,14,241,0.642857142857143,0.0714285714285714,182.98,0.928571428571429,0,0.0714285714285714,0,910,48.1989741246941,1015.56842900672,2797.82276374812,2.08377485820999,7.44527606254291,210.743101211367,9.8788415154366,7.97266190175811,0,5.49999987706542
"224",134,6,33,213.515151515152,0.606060606060606,0,109.99,1,0,0,0,917,54.4687551376842,1013.72891978999,2591.3273009741,1.19428178110231,7.268271518969,200.165195353192,6.01289276886871,5.0816425074717,0,6.93499984499067
"225",134,6,33,213.515151515152,0.606060606060606,0,109.99,1,0,0,0,917,54.4687551376842,1013.72891978999,2591.3273009741,1.19428178110231,7.268271518969,200.165195353192,6.01289276886871,5.0816425074717,0,5.20999988354743
"226",134,7,11,1090.45454545455,0.727272727272727,0,26,0.909090909090909,0,0,0.0909090909090909,918,62.1274453209134,1014.30015190252,2367.9397136132,1.11732718734838,7.34918021193739,194.858557488652,5.46959104440288,4.61699727540419,0,6.93499984499067
"227",134,7,11,1090.45454545455,0.727272727272727,0,26,0.909090909090909,0,0,0.0909090909090909,918,62.1274453209134,1014.30015190252,2367.9397136132,1.11732718734838,7.34918021193739,194.858557488652,5.46959104440288,4.61699727540419,0,5.20999988354743
"228",134,11,13,217.307692307692,0.538461538461538,0.0769230769230769,29.7,0.923076923076923,0,0.0769230769230769,0,922,48.1989715784763,1015.56842967396,2797.82277394707,2.08377444382514,7.44527520029405,210.74310499506,9.87884167920685,7.97266202530766,0,6.93499984499067
"229",134,11,13,217.307692307692,0.538461538461538,0.0769230769230769,29.7,0.923076923076923,0,0.0769230769230769,0,922,48.1989715784763,1015.56842967396,2797.82277394707,2.08377444382514,7.44527520029405,210.74310499506,9.87884167920685,7.97266202530766,0,5.20999988354743
"230",135,1,8,169,0.875,0.75,9.28,0.125,0,0.75,0.125,924,36.9222499459763,1013.55650905769,2653.38506450583,2.78926153823705,8.20347458173249,212.222193766028,11.6629169955812,9.3212235328951,0,5.01999988779426
"231",135,1,8,169,0.875,0.75,9.28,0.125,0,0.75,0.125,924,36.9222499459763,1013.55650905769,2653.38506450583,2.78926153823705,8.20347458173249,212.222193766028,11.6629169955812,9.3212235328951,0,6.62999985180795
"232",135,5,37,233.162162162162,0.378378378378378,0.027027027027027,101.28,0.972972972972973,0.027027027027027,0,0,928,46.9930288739187,1015.64813273831,2528.41741822879,1.34857555112199,7.41798848676672,185.544799926354,6.43771546152314,5.41263829671674,0,5.01999988779426
"233",135,5,37,233.162162162162,0.378378378378378,0.027027027027027,101.28,0.972972972972973,0.027027027027027,0,0,928,46.9930288739187,1015.64813273831,2528.41741822879,1.34857555112199,7.41798848676672,185.544799926354,6.43771546152314,5.41263829671674,0,6.62999985180795
"234",136,7,2,976.5,1,0,12,1,0,0,0,942,62.1274464958278,1014.30015084244,2367.94017170785,1.11732677738388,7.34917921177182,194.858562514387,5.46959155320767,4.61699774541595,0,6.17999986186624
"235",136,7,2,976.5,1,0,12,1,0,0,0,942,62.1274464958278,1014.30015084244,2367.94017170785,1.11732677738388,7.34917921177182,194.858562514387,5.46959155320767,4.61699774541595,0,4.54499989841133
"236",137,6,1,229,0,0,1.47,1,0,0,0,953,54.4687598476472,1013.72891889809,2591.32805330075,1.19428119340724,7.26826984860876,200.165217098103,6.01289360240576,5.08164314302236,0,5.79499987047166
"237",137,6,1,229,0,0,1.47,1,0,0,0,953,54.4687598476472,1013.72891889809,2591.32805330075,1.19428119340724,7.26826984860876,200.165217098103,6.01289360240576,5.08164314302236,0,4.21999990567565
"238",144,5,2,779,1,0,1.825,0.5,0,0,0.5,1024,46.993013574227,1015.64812633046,2528.41448600206,1.34857705014644,7.41799217697489,185.544802032445,6.43771408979717,5.41263728481898,0,NA
"239",144,7,4,330.75,1,0,11.14,1,0,0,0,1026,62.1274419606018,1014.30015493442,2367.93840344057,1.11732835986649,7.34918307245884,194.858543114809,5.4695895891968,4.61699593114806,0,NA
"240",145,6,7,348.714285714286,0.428571428571429,0,20.59,1,0,0,0,1037,54.4687477556663,1013.72892118788,2591.3261218377,1.1942827022084,7.26827413695756,200.165161271964,6.01289146244964,5.0816415113606,0,NA
"241",146,6,1,1435,0,0,4,1,0,0,0,1049,54.4687493600043,1013.72892088408,2591.32637810007,1.1942825020239,7.26827356798866,200.165168678856,6.01289174637442,5.08164172784597,0,NA
"242",146,11,1,323,0,0,6.64,1,0,0,0,1054,48.1989809112206,1015.5684272283,2797.82273656448,2.08377596268494,7.44527836072599,210.743091126554,9.87884107893383,7.97266157245701,0,NA
"243",147,1,1,511,0,1,7.82,0,1,0,0,1056,36.9222648276985,1013.55650533351,2653.38517419452,2.78926355683973,8.20347796242537,212.222176685398,11.6629147094599,9.32122189087475,0,NA
"244",147,4,2,193.5,0.5,0,2.65,1,0,0,0,1059,40.1944617198372,1014.77901143329,2700.83874709439,1.92159726573101,7.88432822277803,198.728760067371,8.23637026826717,6.79031459365924,0,NA
