"OPERATION_ID","OPERATION_STATUS","CRUISE_ID","SITE_NAME","START_TIME","START_LAT","START_LON","END_TIME","END_LAT","END_LON","END_LONdec","START_LONdec","START_LATdec","END_LATdec","date","cruise_op"
157,"Representative","201880","11-5 JUN","6/21/18 15:36","4307.175N","07010.599W","6/21/18 16:06","4307.430N","07008.709W",-70.14515,-70.17665,43.11958333,43.12383333,"6/21/18","201880_157"
158,"Representative","201880","11-1 JUN","6/21/18 16:51","4305.978N","07004.597W","6/21/18 17:21","4304.510N","07004.256W",-70.07093333,-70.07661667,43.09963333,43.07516667,"6/26/18","201880_158"
160,"Representative","201880","11-13 JUN","6/26/18 13:30","4236.469N","07006.797W","6/26/18 13:50","4237.220N","07007.675W",-70.12791667,-70.11328333,42.60781667,42.62033333,"6/26/18","201880_160"
161,"Representative","201880","11-8 JUN","6/26/18 15:14","4231.444N","07002.684W","6/26/18 15:44","4229.982N","07002.303W",-70.03838333,-70.04473333,42.52406667,42.4997,"6/26/18","201880_161"
162,"Representative","201880","11-7 JUN","6/26/18 17:02","4232.498N","06955.933W","6/26/18 17:28","4231.234N","06956.115W",-69.93525,-69.93221667,42.54163333,42.52056667,"6/26/18","201880_162"
163,"Representative","201880","11-10 JUN","6/26/18 19:16","4229.035N","07004.761W","6/26/18 19:46","4227.624N","07005.252W",-70.08753333,-70.07935,42.48391667,42.4604,"6/26/18","201880_163"
164,"Representative","201880","11-3 JUN","6/26/18 20:43","4223.645N","07009.103W","6/26/18 21:13","4224.027N","07010.911W",-70.18185,-70.15171667,42.39408333,42.40045,"6/26/18","201880_164"
165,"Representative","201880","11-11 JUN","6/26/18 22:14","4218.533N","07012.656W","6/26/18 22:36","4217.555N","07013.361W",-70.22268333,-70.21093333,42.30888333,42.29258333,"6/27/18","201880_165"
166,"Representative","201880","8-22 JUN","6/27/18 10:05","4207.137N","07013.846W","6/27/18 10:35","4207.528N","07012.150W",-70.2025,-70.23076667,42.11895,42.12546667,"6/27/18","201880_166"
167,"Non-Representative","201880","8-17 JUN","6/27/18 11:26","4211.061N","07011.035W","6/27/18 11:56","4211.609N","07009.473W",-70.15788333,-70.18391667,42.18435,42.19348333,"6/27/18","201880_167"
168,"Representative","201880","8-19 JUN","6/27/18 13:37","4202.069N","07017.395W","6/27/18 14:07","4200.611N","07017.502W",-70.2917,-70.28991667,42.03448333,42.01018333,"6/27/18","201880_168"
169,"Representative","201880","10-16 JUN","6/27/18 14:46","4157.701N","07016.554W","6/27/18 15:16","4157.811N","07018.275W",-70.30458333,-70.2759,41.96168333,41.96351667,"6/27/18","201880_169"
170,"Representative","201880","10-15 JUN","6/27/18 16:23","4152.890N","07013.201W","6/27/18 16:53","4153.061N","07015.126W",-70.2521,-70.22001667,41.8815,41.88435,"6/27/18","201880_170"
171,"Representative","201880","10-14 JUN","6/27/18 17:22","4153.222N","07018.493W","6/27/18 17:52","4153.719N","07020.341W",-70.33901667,-70.30821667,41.88703333,41.89531667,"6/27/18","201880_171"
172,"Representative","201880","8-23 JUN","6/27/18 19:41","4206.839N","07022.641W","6/27/18 20:11","4208.350N","07023.056W",-70.38426667,-70.37735,42.11398333,42.13916667,"6/27/18","201880_172"
173,"Representative","201880","8-20 JUN","6/27/18 20:45","4210.237N","07025.929W","6/27/18 21:15","4211.162N","07027.455W",-70.45758333,-70.43215,42.17061667,42.18603333,"7/9/18","201880_173"
175,"Representative","201880","5-33 JUL ","7/9/18 12:34","4236.117N","07022.424W","7/9/18 13:04","4237.376N","07023.296W",-70.38826667,-70.37373333,42.60195,42.62293333,"7/9/18","201880_175"
176,"Representative","201880","5-30 JUL ","7/9/18 13:36","4238.781N","07022.971W","7/9/18 14:06","4239.844N","07021.660W",-70.361,-70.38285,42.64635,42.66406667,"7/9/18","201880_176"
177,"Representative","201880","5-31 JUL ","7/9/18 15:16","4239.153N","07027.351W","7/9/18 15:41","4239.939N","07026.034W",-70.4339,-70.45585,42.65255,42.66565,"7/9/18","201880_177"
178,"Non-Representative","201880","4-38 JUL ","7/9/18 17:19","4246.384N","07034.708W","7/9/18 17:21","4246.434N","07034.847W",-70.58078333,-70.57846667,42.77306667,42.7739,"7/9/18","201880_178"
179,"Representative","201880","4-38 JUL ","7/9/18 17:33","4246.817N","07035.302W","7/9/18 18:03","4247.850N","07036.749W",-70.61248333,-70.58836667,42.78028333,42.7975,"7/9/18","201880_179"
180,"Representative","201880","4-35 JUL ","7/9/18 19:08","4243.244N","07038.664W","7/9/18 19:38","4243.357N","07040.476W",-70.6746,-70.6444,42.72073333,42.72261667,"7/9/18","201880_180"
181,"Representative","201880","4-36 JUL ","7/9/18 20:23","4245.406N","07044.790W","7/9/18 20:49","4246.648N","07044.899W",-70.74831667,-70.7465,42.75676667,42.77746667,"7/9/18","201880_181"
182,"Representative","201880","4-88 JUL  ALT","7/9/18 21:21","4248.982N","07045.176W","7/9/18 21:51","4250.440N","07045.090W",-70.7515,-70.75293333,42.81636667,42.84066667,"7/9/18","201880_182"
183,"Representative","201880","4-86 JUL  ALT","7/9/18 22:54","4253.307N","07037.580W","7/9/18 23:24","4254.455N","07036.347W",-70.60578333,-70.62633333,42.88845,42.90758333,"7/10/18","201880_183"
184,"Representative","201880","5-29 JUL ","7/10/18 10:14","4254.459N","07029.718W","7/10/18 10:44","4253.936N","07027.978W",-70.4663,-70.4953,42.90765,42.89893333,"7/10/18","201880_184"
185,"Representative","201880","5-32 JUL ","7/10/18 11:53","4255.625N","07020.730W","7/10/18 12:23","4257.023N","07020.800W",-70.34666667,-70.3455,42.92708333,42.95038333,"7/10/18","201880_185"
186,"Representative","201880","11-2 JUL ","7/10/18 14:23","4255.014N","07009.222W","7/10/18 14:43","4254.625N","07010.473W",-70.17455,-70.1537,42.9169,42.91041667,"7/10/18","201880_186"
187,"Representative","201880","11-11 JUL ","7/10/18 15:51","4252.464N","07003.245W","7/10/18 16:21","4251.583N","07001.575W",-70.02625,-70.05408333,42.8744,42.85971667,"7/10/18","201880_187"
188,"Representative","201880","11-3 JUL ","7/10/18 17:11","4248.484N","06959.011W","7/10/18 17:41","4247.426N","06957.629W",-69.96048333,-69.98351667,42.80806667,42.79043333,"7/10/18","201880_188"
189,"Representative","201880","11-4 JUL ","7/10/18 19:32","4245.499N","07008.661W","7/10/18 20:02","4245.111N","07010.595W",-70.17658333,-70.14435,42.75831667,42.75185,"7/16/18","201880_189"
191,"Representative","201880","11-1 JUL ","7/16/18 13:41","4233.107N","07005.489W","7/16/18 14:11","4234.235N","07004.329W",-70.07215,-70.09148333,42.55178333,42.57058333,"7/16/18","201880_191"
192,"Representative","201880","11-13 JUL ","7/16/18 15:44","4240.138N","06956.024W","7/16/18 16:14","4238.993N","06955.033W",-69.91721667,-69.93373333,42.66896667,42.64988333,"7/16/18","201880_192"
193,"Representative","201880","11-6 JUL ","7/16/18 17:25","4233.817N","06955.547W","7/16/18 17:55","4232.492N","06956.183W",-69.93638333,-69.92578333,42.56361667,42.54153333,"7/16/18","201880_193"
194,"Representative","201880","11-12 JUL ","7/16/18 20:21","4218.633N","07002.260W","7/16/18 20:51","4218.628N","07004.073W",-70.06788333,-70.03766667,42.31055,42.31046667,"7/16/18","201880_194"
196,"Non-Representative","201880","8-23 JUL ","7/16/18 22:30","4210.189N","07001.827W","7/16/18 22:39","4210.580N","07001.791W",-70.02985,-70.03045,42.16981667,42.17633333,"7/17/18","201880_196"
197,"Representative","201880","8-73 JUL  ALT","7/16/18 23:30","4211.008N","07005.726W","7/17/18 0:00","4211.605N","07007.251W",-70.12085,-70.09543333,42.18346667,42.19341667,"7/17/18","201880_197"
198,"Representative","201880","8-18 JUL ","7/17/18 9:57","4212.699N","07018.437W","7/17/18 10:27","4213.540N","07016.653W",-70.27755,-70.30728333,42.21165,42.22566667,"7/17/18","201880_198"
199,"Representative","201880","8-22 JUL ","7/17/18 11:30","4209.510N","07020.351W","7/17/18 12:00","4208.647N","07019.154W",-70.31923333,-70.33918333,42.1585,42.14411667,"7/17/18","201880_199"
200,"Representative","201880","10-65 JUL  ALT","7/17/18 13:33","4200.153N","07016.602W","7/17/18 14:03","4159.282N","07015.306W",-70.2551,-70.2767,42.00255,41.98803333,"7/17/18","201880_200"
201,"Representative","201880","10-14 JUL ","7/17/18 14:52","4155.610N","07018.014W","7/17/18 15:12","4154.855N","07017.807W",-70.29678333,-70.30023333,41.92683333,41.91425,"7/17/18","201880_201"
202,"Representative","201880","10-16 JUL ","7/17/18 16:01","4152.615N","07022.336W","7/17/18 16:21","4153.372N","07022.986W",-70.3831,-70.37226667,41.87691667,41.88953333,"7/17/18","201880_202"
203,"Representative","201880","8-19 JUL ","7/17/18 17:34","4200.743N","07026.610W","7/17/18 18:04","4202.167N","07026.193W",-70.43655,-70.4435,42.01238333,42.03611667,"7/17/18","201880_203"
204,"Representative","201880","7-25 JUL ","7/17/18 19:30","4201.957N","07033.908W","7/17/18 20:00","4203.421N","07034.163W",-70.56938333,-70.56513333,42.03261667,42.05701667,"7/18/18","201880_204"
206,"Representative","201880","8-67 JUL  ALT","7/18/18 10:28","4216.404N","07025.589W","7/18/18 10:58","4216.484N","07023.554W",-70.39256667,-70.42648333,42.2734,42.27473333,"7/18/18","201880_206"
207,"Representative","201880","8-21 JUL ","7/18/18 12:33","4219.814N","07018.038W","7/18/18 13:03","4221.141N","07018.786W",-70.3131,-70.30063333,42.33023333,42.35235,"7/18/18","201880_207"
208,"Representative","201880","8-71 JUL  ALT","7/18/18 13:47","4223.116N","07023.218W","7/18/18 14:17","4223.441N","07025.129W",-70.41881667,-70.38696667,42.38526667,42.39068333,"7/18/18","201880_208"
209,"Representative","201880","7-26 JUL ","7/18/18 15:08","4222.681N","07031.227W","7/18/18 15:28","4222.156N","07032.498W",-70.54163333,-70.52045,42.37801667,42.36926667,"7/18/18","201880_209"
210,"Representative","201880","7-77 JUL  ALT","7/18/18 16:47","4227.623N","07038.378W","7/18/18 17:17","4229.031N","07038.885W",-70.64808333,-70.63963333,42.46038333,42.48385,"7/18/18","201880_210"
211,"Representative","201880","7-24 JUL ","7/18/18 18:34","4224.199N","07049.212W","7/18/18 18:55","4223.143N","07049.085W",-70.81808333,-70.8202,42.40331667,42.38571667,"7/18/18","201880_211"
212,"Representative","201880","7-27 JUL ","7/18/18 19:42","4219.870N","07044.590W","7/18/18 20:12","4219.181N","07042.720W",-70.712,-70.74316667,42.33116667,42.31968333,"7/24/18","201880_212"
214,"Non-Representative","201880","11-8 JUL ","7/24/18 15:36","4254.837N","06959.957W","7/24/18 15:52","4255.491N","06959.728W",-69.99546667,-69.99928333,42.91395,42.92485,"7/24/18","201880_214"
215,"Representative","201880","11-5 JUL ","7/24/18 16:48","4259.157N","07001.852W","7/24/18 17:18","4300.293N","07002.911W",-70.04851667,-70.03086667,42.98595,43.00488333,"7/24/18","201880_215"
216,"Non-Representative","201880","11-7 JUL ","7/24/18 18:29","4305.700N","07004.367W","7/24/18 18:40","4306.312N","07004.411W",-70.07351667,-70.07278333,43.095,43.1052,"7/24/18","201880_216"
217,"Representative","201880","11-9 JUL ","7/24/18 19:41","4311.735N","07003.797W","7/24/18 20:05","4312.901N","07003.614W",-70.06023333,-70.06328333,43.19558333,43.21501667,"7/24/18","201880_217"
218,"Representative","201880","3-43 JUL ","7/24/18 21:27","4316.848N","06957.432W","7/24/18 21:57","4318.303N","06957.406W",-69.95676667,-69.9572,43.2808,43.30505,"7/24/18","201880_218"
219,"Representative","201880","3-40 JUL ","7/24/18 23:07","4324.445N","06954.864W","7/24/18 23:30","4325.421N","06954.067W",-69.90111667,-69.9144,43.40741667,43.42368333,"7/25/18","201880_219"
220,"Representative","201880","3-42 JUL ","7/25/18 10:18","4320.108N","06950.051W","7/25/18 10:48","4318.902N","06949.411W",-69.82351667,-69.83418333,43.33513333,43.31503333,"7/25/18","201880_220"
221,"Representative","201880","3-46 JUL ","7/25/18 12:29","4318.035N","06939.033W","7/25/18 12:59","4317.349N","06937.471W",-69.62451667,-69.65055,43.30058333,43.28915,"7/25/18","201880_221"
222,"Representative","201880","3-45 JUL ","7/25/18 14:07","4315.269N","06931.672W","7/25/18 14:37","4314.413N","06930.232W",-69.50386667,-69.52786667,43.25448333,43.24021667,"7/25/18","201880_222"
223,"Representative","201880","3-39 JUL ","7/25/18 15:51","4310.774N","06933.541W","7/25/18 16:11","4310.356N","06934.619W",-69.57698333,-69.55901667,43.17956667,43.1726,"7/25/18","201880_223"
224,"Non-Representative","201880","3-41 JUL ","7/25/18 17:16","4310.069N","06940.930W","7/25/18 17:30","4310.578N","06941.286W",-69.6881,-69.68216667,43.16781667,43.1763,"7/25/18","201880_224"
225,"Non-Representative","201880","3-41 JUL ","7/25/18 18:00","4309.969N","06942.102W","7/25/18 18:08","4309.603N","06942.215W",-69.70358333,-69.7017,43.16615,43.16005,"7/25/18","201880_225"
226,"Representative","201880","3-47 JUL ","7/25/18 19:18","4308.712N","06947.785W","7/25/18 19:48","4309.935N","06946.775W",-69.77958333,-69.79641667,43.1452,43.16558333,"7/25/18","201880_226"
227,"Representative","201880","3-44 JUL ","7/25/18 20:58","4312.094N","06951.083W","7/25/18 21:28","4313.580N","06950.906W",-69.84843333,-69.85138333,43.20156667,43.22633333,"7/26/18","201880_227"
228,"Representative","201880","2-49 JUL ","7/26/18 10:13","4309.725N","07018.554W","7/26/18 10:43","4308.524N","07018.421W",-70.30701667,-70.30923333,43.16208333,43.14206667,"7/26/18","201880_228"
229,"Representative","201880","2-99 JUL  ALT","7/26/18 11:48","4305.028N","07017.284W","7/26/18 12:18","4305.429N","07015.415W",-70.25691667,-70.28806667,43.0838,43.09048333,"","201880_229"
2,"Representative","201682","1-52 ALT","6/10/16 22:54","4333.933N","06958.789W","6/10/16 23:15","4333.234N","06959.755W",-69.99591667,-69.97981667,43.56555,43.5539,"6/10/16","201682_2"
3,"Representative","201680","Aug-32","4/18/16 11:11","4212.849N","07019.059W","4/18/16 11:41","4214.227N","07018.776W",-70.31293333,-70.31765,42.21415,42.23711667,"4/18/16","201680_3"
3,"Representative","201681","29-Jul","5/9/16 9:15","4212.533N","07035.072W","5/9/16 9:45","4211.655N","07033.639W",-70.56065,-70.58453333,42.20888333,42.19425,"5/9/16","201681_3"
3,"Representative","201682","8-Mar","6/11/16 10:55","4326.682N","06932.646W","6/11/16 11:25","4325.466N","06933.877W",-69.56461667,-69.5441,43.4447,43.42443333,"6/11/16","201682_3"
4,"Representative","201680","Aug-34","4/18/16 13:44","4209.141N","07003.976W","4/18/16 14:15","4207.861N","07003.031W",-70.05051667,-70.06626667,42.15235,42.13101667,"4/18/16","201680_4"
4,"Representative","201681","Aug-32","5/9/16 11:01","4205.920N","07028.067W","5/9/16 11:31","4204.992N","07026.694W",-70.4449,-70.46778333,42.09866667,42.0832,"5/9/16","201681_4"
4,"Representative","201682","14-Mar","6/11/16 12:58","4318.918N","06939.632W","6/11/16 13:28","4317.619N","06940.425W",-69.67375,-69.66053333,43.3153,43.29365,"6/11/16","201682_4"
4,"Representative","201683","Aug-35","7/1/16 10:19","4215.743N","07027.206W","7/1/16 10:49","4214.900N","07025.618W",-70.42696667,-70.45343333,42.26238333,42.24833333,"7/1/16","201683_4"
4,"Representative","201780","8-17 APR","4/8/17 11:50","4207.596N","07028.918W","4/8/17 12:20","4206.191N","07028.167W",-70.46945,-70.48196667,42.1266,42.10318333,"4/8/17","201780_4"
4,"Representative","201781","8-19 OCT","10/1/17 12:55","4203.579N","07000.648W","10/1/17 13:25","4204.562N","07001.900W",-70.03166667,-70.0108,42.05965,42.07603333,"10/1/17","201781_4"
5,"Representative","201681","31-Aug","5/9/16 12:28","4202.796N","07026.628W","5/9/16 12:58","4201.314N","07026.841W",-70.44735,-70.4438,42.0466,42.0219,"5/9/16","201681_5"
5,"Representative","201682","12-Mar","6/11/16 15:10","4324.307N","06946.773W","6/11/16 15:33","4324.496N","06948.233W",-69.80388333,-69.77955,43.40511667,43.40826667,"6/11/16","201682_5"
5,"Representative","201683","Aug-34","7/1/16 11:43","4215.401N","07020.540W","7/1/16 12:13","4214.278N","07021.774W",-70.3629,-70.34233333,42.25668333,42.23796667,"7/1/16","201683_5"
5,"Representative","201684","7-28 OCT","10/6/16 13:23","4212.904N","07034.716W","10/6/16 13:50","4212.205N","07033.278W",-70.55463333,-70.5786,42.21506667,42.20341667,"10/6/16","201684_5"
5,"Representative","201780","8-20 APR","4/8/17 13:45","4210.446N","07023.310W","4/8/17 14:15","4209.734N","07021.643W",-70.36071667,-70.3885,42.1741,42.16223333,"4/8/17","201780_5"
5,"Representative","201781","8-21 OCT","10/1/17 15:36","4212.962N","07014.194W","10/1/17 16:06","4214.394N","07014.106W",-70.2351,-70.23656667,42.21603333,42.2399,"10/1/17","201781_5"
6,"Representative","201680","Aug-35","4/18/16 15:29","4204.995N","07000.789W","4/18/16 16:00","4206.161N","07001.309W",-70.02181667,-70.01315,42.08325,42.10268333,"4/18/16","201680_6"
6,"Representative","201682","7-Feb","6/11/16 17:31","4324.552N","07002.464W","6/11/16 17:51","4325.053N","07001.390W",-70.02316667,-70.04106667,43.4092,43.41755,"6/11/16","201682_6"
6,"Representative","201683","31-Aug","7/1/16 13:09","4211.457N","07018.919W","7/1/16 13:33","4210.263N","07018.552W",-70.3092,-70.31531667,42.19095,42.17105,"7/1/16","201683_6"
6,"Representative","201684","10-41 OCT","10/6/16 17:49","4152.846N","07023.172W","10/6/16 18:19","4151.689N","07022.021W",-70.36701667,-70.3862,41.88076667,41.86148333,"10/6/16","201684_6"
6,"Representative","201780","8-18 APR","4/8/17 15:03","4207.722N","07016.930W","4/8/17 15:33","4207.132N","07015.100W",-70.25166667,-70.28216667,42.1287,42.11886667,"4/8/17","201780_6"
7,"Representative","201681","Oct-41","5/9/16 16:15","4152.910N","07026.600W","5/9/16 16:45","4154.313N","07026.624W",-70.44373333,-70.44333333,41.88183333,41.90521667,"5/9/16","201681_7"
7,"Representative","201682","5-Feb","6/11/16 18:39","4321.392N","07000.872W","6/11/16 19:09","4319.998N","07000.279W",-70.00465,-70.01453333,43.35653333,43.3333,"6/11/16","201682_7"
7,"Representative","201683","Aug-33","7/1/16 14:34","4212.139N","07009.346W","7/1/16 15:04","4211.303N","07007.834W",-70.13056667,-70.15576667,42.20231667,42.18838333,"7/1/16","201683_7"
7,"Representative","201684","10-40 OCT","10/6/16 19:39","4154.184N","07011.433W","10/6/16 20:09","4155.525N","07010.958W",-70.18263333,-70.19055,41.90306667,41.92541667,"10/6/16","201684_7"
7,"Representative","201780","10-14 APR","4/8/17 18:15","4153.451N","07022.502W","4/8/17 18:45","4152.231N","07023.432W",-70.39053333,-70.37503333,41.89085,41.87051667,"4/8/17","201780_7"
8,"Representative","201680","Aug-33","4/18/16 19:18","4205.598N","07018.012W","4/18/16 19:48","4204.341N","07017.055W",-70.28425,-70.3002,42.0933,42.07235,"4/18/16","201680_8"
8,"Representative","201681","Oct-40","5/9/16 17:49","4149.600N","07021.481W","5/9/16 18:19","4149.600N","07021.481W",-70.35801667,-70.35801667,41.82666667,41.82666667,"5/9/16","201681_8"
8,"Representative","201682","4-Feb","6/11/16 21:22","4321.333N","07018.403W","6/11/16 21:42","4320.446N","07018.773W",-70.31288333,-70.30671667,43.35555,43.34076667,"6/11/16","201682_8"
8,"Representative","201683","Aug-32","7/1/16 15:38","4210.465N","07003.145W","7/1/16 16:08","4210.079N","07001.272W",-70.0212,-70.05241667,42.17441667,42.16798333,"7/1/16","201683_8"
8,"Representative","201684","10-39 OCT","10/6/16 20:42","4157.014N","07014.608W","10/6/16 21:12","4158.117N","07015.877W",-70.26461667,-70.24346667,41.95023333,41.96861667,"10/6/16","201684_8"
8,"Representative","201780","10-12 APR","4/8/17 19:23","4153.490N","07026.039W","4/8/17 19:53","4154.331N","07027.525W",-70.45875,-70.43398333,41.8915,41.90551667,"4/8/17","201780_8"
9,"Representative","201680","8-82 ALT","4/18/16 20:56","4201.913N","07023.457W","4/18/16 21:26","4201.602N","07025.454W",-70.42423333,-70.39095,42.03188333,42.0267,"4/18/16","201680_9"
9,"Representative","201681","Oct-39","5/9/16 19:23","4152.055N","07019.197W","5/9/16 19:53","4152.727N","07017.551W",-70.29251667,-70.31995,41.86758333,41.87878333,"5/9/16","201681_9"
9,"Representative","201682","6-Feb","6/11/16 23:32","4309.499N","07018.404W","6/11/16 23:53","4308.569N","07017.964W",-70.2994,-70.30673333,43.15831667,43.14281667,"6/11/16","201682_9"
9,"Representative","201683","Oct-40","7/1/16 19:25","4157.057N","07011.536W","7/1/16 19:55","4156.724N","07013.431W",-70.22385,-70.19226667,41.95095,41.9454,"7/1/16","201683_9"
9,"Representative","201684","8-33 OCT","10/6/16 21:53","4200.748N","07017.226W","10/6/16 22:23","4201.800N","07018.211W",-70.30351667,-70.2871,42.01246667,42.03,"10/6/16","201684_9"
9,"Representative","201781","11-11 OCT","10/3/17 13:27","4236.310N","07009.602W","10/3/17 13:56","4237.504N","07008.556W",-70.1426,-70.16003333,42.60516667,42.62506667,"10/3/17","201781_9"
10,"Representative","201680","Oct-41","4/18/16 22:45","4157.447N","07017.347W","4/18/16 23:15","4156.508N","07015.901W",-70.26501667,-70.28911667,41.95745,41.9418,"4/18/16","201680_10"
10,"Representative","201681","Aug-35","5/9/16 22:07","4208.615N","07012.755W","5/9/16 22:37","4208.855N","07010.716W",-70.1786,-70.21258333,42.14358333,42.14758333,"5/9/16","201681_10"
10,"Representative","201683","Oct-39","7/1/16 20:31","4156.417N","07017.008W","7/1/16 20:53","4156.185N","07018.437W",-70.30728333,-70.28346667,41.94028333,41.93641667,"7/1/16","201683_10"
10,"Representative","201684","9-38 OCT","10/7/16 10:47","4229.906N","06945.152W","10/7/16 11:16","4228.935N","06943.827W",-69.73045,-69.75253333,42.49843333,42.48225,"10/7/16","201684_10"
10,"Representative","201780","10-13 APR","4/8/17 21:05","4157.370N","07031.545W","4/8/17 21:28","4158.188N","07032.377W",-70.53961667,-70.52575,41.95616667,41.9698,"4/8/17","201780_10"
10,"Representative","201781","11-5 OCT","10/3/17 14:45","4240.357N","07006.355W","10/3/17 15:15","4241.387N","07007.630W",-70.12716667,-70.10591667,42.67261667,42.68978333,"10/3/17","201781_10"
11,"Representative","201680","Oct-40","4/19/16 10:07","4155.427N","07011.272W","4/19/16 10:37","4154.871N","07009.511W",-70.15851667,-70.18786667,41.92378333,41.91451667,"4/19/16","201680_11"
11,"Representative","201681","Aug-33","5/9/16 23:20","4211.894N","07006.184W","5/9/16 23:50","4212.821N","07007.466W",-70.12443333,-70.10306667,42.19823333,42.21368333,"5/9/16","201681_11"
11,"Representative","201682","Oct-41","6/14/16 13:06","4158.326N","07021.872W","6/14/16 13:36","4157.427N","07020.447W",-70.34078333,-70.36453333,41.9721,41.95711667,"6/14/16","201682_11"
11,"Representative","201683","Oct-41","7/1/16 21:31","4152.819N","07018.996W","7/1/16 22:01","4152.591N","07020.888W",-70.34813333,-70.3166,41.88031667,41.87651667,"7/1/16","201683_11"
11,"Representative","201684","9-37 OCT","10/7/16 12:24","4223.866N","06945.323W","10/7/16 12:54","4222.858N","06946.619W",-69.77698333,-69.75538333,42.39776667,42.38096667,"10/7/16","201684_11"
11,"Representative","201781","11-10 OCT","10/3/17 16:50","4249.585N","06959.921W","10/3/17 17:20","4250.848N","07000.580W",-70.00966667,-69.99868333,42.82641667,42.84746667,"10/3/17","201781_11"
12,"Representative","201680","Oct-39","4/19/16 12:38","4156.515N","07025.356W","4/19/16 13:08","4156.670N","07027.339W",-70.45565,-70.4226,41.94191667,41.9445,"4/19/16","201680_12"
12,"Representative","201681","13-Mar","5/10/16 9:25","4301.405N","06935.376W","5/10/16 9:55","4300.170N","06934.961W",-69.58268333,-69.5896,43.02341667,43.00283333,"5/10/16","201681_12"
12,"Representative","201682","Oct-39","6/14/16 14:46","4150.909N","07022.630W","6/14/16 15:16","4149.487N","07023.196W",-70.3866,-70.37716667,41.84848333,41.82478333,"6/14/16","201682_12"
12,"Representative","201684","9-36 OCT","10/7/16 14:01","4223.099N","06951.745W","10/7/16 14:31","4224.392N","06952.553W",-69.87588333,-69.86241667,42.38498333,42.40653333,"10/7/16","201684_12"
12,"Representative","201780","7-23 APR","4/9/17 11:09","4218.350N","07033.916W","4/9/17 11:39","4217.126N","07032.951W",-70.54918333,-70.56526667,42.30583333,42.28543333,"4/9/17","201780_12"
12,"Representative","201781","5-28 OCT","10/3/17 19:50","4245.020N","07016.869W","10/3/17 20:10","4245.912N","07016.385W",-70.27308333,-70.28115,42.75033333,42.7652,"10/3/17","201781_12"
13,"Representative","201680","7-78 ALT","4/19/16 15:53","4213.380N","07035.971W","4/19/16 16:23","4214.557N","07037.122W",-70.6187,-70.59951667,42.223,42.24261667,"4/19/16","201680_13"
13,"Representative","201681","24-Jun","5/10/16 10:43","4257.516N","06933.076W","5/10/16 11:13","4256.204N","06932.609W",-69.54348333,-69.55126667,42.9586,42.93673333,"5/10/16","201681_13"
13,"Representative","201682","Oct-40","6/14/16 16:52","4155.294N","07011.891W","6/14/16 17:22","4155.722N","07010.057W",-70.16761667,-70.19818333,41.92156667,41.9287,"6/14/16","201682_13"
13,"Representative","201684","11-48 OCT","10/7/16 16:32","4216.277N","07002.838W","10/7/16 17:02","4215.909N","07004.676W",-70.07793333,-70.0473,42.27128333,42.26515,"10/7/16","201684_13"
13,"Representative","201780","7-26 APR","4/9/17 13:00","4223.844N","07031.746W","4/9/17 13:30","4224.548N","07033.414W",-70.5569,-70.5291,42.3974,42.40913333,"4/9/17","201780_13"
13,"Representative","201781","5-30 OCT","10/3/17 22:05","4255.044N","07020.705W","10/3/17 22:35","4256.529N","07020.687W",-70.34478333,-70.34508333,42.9174,42.94215,"10/3/17","201781_13"
14,"Representative","201680","30-Jul","4/20/16 20:12","4223.242N","07031.337W","4/20/16 20:42","4224.638N","07032.056W",-70.53426667,-70.52228333,42.38736667,42.41063333,"4/20/16","201680_14"
14,"Representative","201681","Nov-46","5/10/16 14:59","4248.557N","06957.380W","5/10/16 15:29","4247.431N","06956.741W",-69.94568333,-69.95633333,42.80928333,42.79051667,"5/10/16","201681_14"
14,"Representative","201682","Aug-35","6/14/16 19:11","4206.300N","07017.786W","6/14/16 19:41","4207.742N","07017.375W",-70.28958333,-70.29643333,42.105,42.12903333,"6/14/16","201682_14"
14,"Representative","201683","20-May","7/5/16 14:32","4238.918N","07017.623W","7/5/16 15:02","4240.397N","07017.810W",-70.29683333,-70.29371667,42.64863333,42.67328333,"7/5/16","201683_14"
14,"Representative","201684","11-50 OCT","10/7/16 18:58","4223.535N","07009.628W","10/7/16 19:23","4223.123N","07011.150W",-70.18583333,-70.16046667,42.39225,42.38538333,"10/7/16","201684_14"
14,"Representative","201780","7-24 APR","4/9/17 14:55","4228.515N","07038.491W","4/9/17 15:19","4227.428N","07038.217W",-70.63695,-70.64151667,42.47525,42.45713333,"4/9/17","201780_14"
14,"Representative","201781","4-33 OCT","10/4/17 12:21","4247.943N","07043.698W","10/4/17 12:41","4248.816N","07043.341W",-70.72235,-70.7283,42.79905,42.8136,"10/4/17","201781_14"
15,"Representative","201680","4-66 ALT","4/20/16 22:16","4231.446N","07034.891W","4/20/16 22:45","4231.972N","07033.265W",-70.55441667,-70.58151667,42.5241,42.53286667,"4/20/16","201680_15"
15,"Representative","201681","23-Jun","5/10/16 16:26","4244.873N","06953.630W","5/10/16 16:56","4243.915N","06952.598W",-69.87663333,-69.89383333,42.74788333,42.73191667,"5/10/16","201681_15"
15,"Representative","201683","Nov-46","7/5/16 16:09","4245.122N","07014.019W","7/5/16 16:39","4246.045N","07015.542W",-70.25903333,-70.23365,42.75203333,42.76741667,"7/5/16","201683_15"
