"","left","top","right","bottom","grid_id","xcoord","ycoord","temp"
"345",-69.73,41.8,-69.61,41.7,280,-69.6725,41.73115,NA
"346",-69.64,43.7,-69.53,43.6,281,-69.5859,43.68115,6.53499985393137
"347",-69.64,43.7,-69.53,43.6,281,-69.5859,43.68115,3.9349999120459
"348",-69.64,43.6,-69.53,43.5,282,-69.5859,43.58115,6.77499984856695
"349",-69.64,43.6,-69.53,43.5,282,-69.5859,43.58115,4.12999990768731
"350",-69.64,43.5,-69.53,43.4,283,-69.5859,43.48115,7.16999983973801
"351",-69.64,43.5,-69.53,43.4,283,-69.5859,43.48115,5.64999987371266
"352",-69.64,43.4,-69.53,43.3,284,-69.5859,43.38115,7.5199998319149
"353",-69.64,43.4,-69.53,43.3,284,-69.5859,43.38115,5.76999987103045
"354",-69.64,43.3,-69.53,43.2,285,-69.5859,43.28115,7.90499982330948
"355",-69.64,43.3,-69.53,43.2,285,-69.5859,43.28115,6.00499986577779
"356",-69.64,43.2,-69.53,43.1,286,-69.5859,43.18115,8.08499981928617
"357",-69.64,43.2,-69.53,43.1,286,-69.5859,43.18115,6.13499986287206
"358",-69.64,43.1,-69.53,43,287,-69.5859,43.08115,8.04999982006848
"359",-69.64,43.1,-69.53,43,287,-69.5859,43.08115,6.18499986175448
"360",-69.64,43,-69.53,42.9,288,-69.5859,42.98115,8.14499981794506
"361",-69.64,43,-69.53,42.9,288,-69.5859,42.98115,6.29499985929579
"362",-69.64,42.9,-69.53,42.8,289,-69.5859,42.88115,8.24499981570989
"363",-69.64,42.9,-69.53,42.8,289,-69.5859,42.88115,6.31999985873699
"364",-69.64,42.8,-69.53,42.7,290,-69.5859,42.78115,8.21999981626868
"365",-69.64,42.8,-69.53,42.7,290,-69.5859,42.78115,6.37499985750765
"366",-69.64,42.7,-69.53,42.6,291,-69.5859,42.68115,8.21999981626868
"367",-69.64,42.7,-69.53,42.6,291,-69.5859,42.68115,6.58499985281378
"368",-69.64,42.6,-69.53,42.5,292,-69.5859,42.58115,8.25999981537461
"369",-69.64,42.6,-69.53,42.5,292,-69.5859,42.58115,6.64999985136092
"370",-69.64,42.5,-69.53,42.4,293,-69.5859,42.48115,8.02499982062727
"371",-69.64,42.5,-69.53,42.4,293,-69.5859,42.48115,6.83999984711409
"372",-69.64,42.4,-69.53,42.3,294,-69.5859,42.38115,7.96499982196838
"373",-69.64,42.4,-69.53,42.3,294,-69.5859,42.38115,6.86499984655529
"374",-69.64,42.3,-69.53,42.2,295,-69.5859,42.28115,7.95999982208014
"375",-69.64,42.3,-69.53,42.2,295,-69.5859,42.28115,6.79999984800816
"376",-69.64,42.2,-69.53,42.1,296,-69.5859,42.18115,7.98999982140958
"377",-69.64,42.2,-69.53,42.1,296,-69.5859,42.18115,6.96999984420836
"378",-69.64,42.1,-69.53,42,297,-69.5859,42.08115,7.96499982196838
"379",-69.64,42.1,-69.53,42,297,-69.5859,42.08115,7.02999984286726
"380",-69.64,42,-69.53,41.9,298,-69.5859,41.98115,7.81499982532114
"381",-69.64,42,-69.53,41.9,298,-69.5859,41.98115,7.06999984197319
"382",-69.64,41.9,-69.53,41.8,299,-69.5859,41.88115,7.82999982498586
"383",-69.64,41.9,-69.53,41.8,299,-69.5859,41.88115,7.09999984130263
"384",-69.64,41.8,-69.53,41.7,300,-69.5859,41.78115,7.84999982453883
"385",-69.64,41.8,-69.53,41.7,300,-69.5859,41.78115,6.87999984622002
"386",-69.56,43.7,-69.44,43.6,301,-69.49929,43.63115,6.70499985013157
"387",-69.56,43.7,-69.44,43.6,301,-69.49929,43.63115,4.25999990478158
"388",-69.56,43.6,-69.44,43.5,302,-69.49929,43.53115,7.04499984253198
"389",-69.56,43.6,-69.44,43.5,302,-69.49929,43.53115,4.67499989550561
"390",-69.56,43.5,-69.44,43.4,303,-69.49929,43.43115,7.86499982420355
"391",-69.56,43.5,-69.44,43.4,303,-69.49929,43.43115,5.94999986700714
"392",-69.56,43.4,-69.44,43.3,304,-69.49929,43.33115,8.04999982006848
"393",-69.56,43.4,-69.44,43.3,304,-69.49929,43.33115,5.95499986689538
"394",-69.56,43.3,-69.44,43.2,305,-69.49929,43.23115,8.23499981593341
"395",-69.56,43.3,-69.44,43.2,305,-69.49929,43.23115,6.06499986443669
"396",-69.56,43.2,-69.44,43.1,306,-69.49929,43.13115,8.18499981705099
"397",-69.56,43.2,-69.44,43.1,306,-69.49929,43.13115,6.24999986030161
"398",-69.56,43.1,-69.44,43,307,-69.49929,43.03115,8.11999981850386
"399",-69.56,43.1,-69.44,43,307,-69.49929,43.03115,6.22999986074865
"400",-69.56,43,-69.44,42.9,308,-69.49929,42.93115,8.10999981872737
"401",-69.56,43,-69.44,42.9,308,-69.49929,42.93115,6.17499986197799
"402",-69.56,42.9,-69.44,42.8,309,-69.49929,42.83115,8.18999981693923
"403",-69.56,42.9,-69.44,42.8,309,-69.49929,42.83115,6.20999986119568
"404",-69.56,42.8,-69.44,42.7,310,-69.49929,42.73115,8.26499981526285
"405",-69.56,42.8,-69.44,42.7,310,-69.49929,42.73115,6.3449998581782
"406",-69.56,42.7,-69.44,42.6,311,-69.49929,42.63115,8.18999981693923
"407",-69.56,42.7,-69.44,42.6,311,-69.49929,42.63115,6.49499985482544
"408",-69.56,42.6,-69.44,42.5,312,-69.49929,42.53115,8.19499981682748
"409",-69.56,42.6,-69.44,42.5,312,-69.49929,42.53115,6.54499985370785
"410",-69.56,42.5,-69.44,42.4,313,-69.49929,42.43115,8.1249998183921
"411",-69.56,42.5,-69.44,42.4,313,-69.49929,42.43115,6.74999984912574
"412",-69.56,42.4,-69.44,42.3,314,-69.49929,42.33115,7.95999982208014
"413",-69.56,42.4,-69.44,42.3,314,-69.49929,42.33115,6.77999984845519
"414",-69.56,42.3,-69.44,42.2,315,-69.49929,42.23115,8.01999982073903
"415",-69.56,42.3,-69.44,42.2,315,-69.49929,42.23115,6.81999984756112
"416",-69.56,42.2,-69.44,42.1,316,-69.49929,42.13115,8.00499982107431
"417",-69.56,42.2,-69.44,42.1,316,-69.49929,42.13115,6.91499984543771
"418",-69.56,42.1,-69.44,42,317,-69.49929,42.03115,7.9799998216331
"419",-69.56,42.1,-69.44,42,317,-69.49929,42.03115,6.99999984353781
"420",-69.56,42,-69.44,41.9,318,-69.49929,41.93115,7.77999982610345
"421",-69.56,42,-69.44,41.9,318,-69.49929,41.93115,7.1449998402968
"422",-69.56,41.9,-69.44,41.8,319,-69.49929,41.83115,7.74499982688576
"423",-69.56,41.9,-69.44,41.8,319,-69.49929,41.83115,7.19499983917922
"424",-69.56,41.8,-69.44,41.7,320,-69.49929,41.73115,7.84499982465059
"425",-69.56,41.8,-69.44,41.7,320,-69.49929,41.73115,7.01499984320253
